mtime,AJ,AO,AV,BJ,BX,CE,CI,CM,DG,DR,DX,EW,EZ,FV,G,GM,GX,GZ,HN,I,JP,JV,KY,KZ,LU,MP,MR,N,NO,OZ,P,PX,RT,UY,VW
2021-11-17T16:45,3319892,2623602,2845325,3930921,4913413,3197129,4833327,4468608,3378818,4388343,3872772,3283585,2000675,3912914,2713180,3370773,3913604,4167826,3735188,3151747,3783829,2510495,4762459,3309173,4270304,1551819,3017835,2432891,4810601,5386190,4375905,3191220,3162487,3360462,3475791
2021-11-17T16:50,3453678,4225994,3781035,4819996,4416921,2826075,4234834,2122916,3364559,4432924,1927298,3784292,2574045,2106293,3551173,3577374,2823038,4857487,4621210,3603471,2711927,3170492,4953949,4144442,4557785,2580087,3989664,4575901,2610416,3481190,5646130,3883851,2140204,2960868,3812800
2021-11-17T16:55,4097769,3702609,4213352,5376917,3122067,3219007,3459104,2756974,3342367,4193917,2564786,4504583,3761174,4199890,3591678,3009213,2663461,4060732,3055268,5251757,3624964,2376865,3999588,3650438,6381477,2590279,4078076,3186362,3943189,5720668,2624306,3951014,4133920,3995225,5265821
2021-11-17T17:00,3641846,2642146,4411749,3216392,4477777,4339514,3543994,2415766,3780328,3513756,4388795,2719538,5332797,2360751,4432657,2412922,4309563,4113229,3262005,3714657,3476610,2582080,4438112,4194793,3701443,2954194,3577077,4906607,3204057,3753040,3689628,4138607,3714142,3123294,3148255
2021-11-17T17:05,3522444,4969981,2859171,3716428,4655111,4150841,4289693,4319429,2760800,2836510,2331837,4018156,4933797,3307179,4114774,2923355,2897636,2812905,3891398,2458425,2620399,4358084,4291395,3940035,3786558,4008322,3646065,4311750,4346431,4600043,3916680,3865708,4567919,3998879,3768669
2021-11-17T17:10,3682122,3458528,2741713,3470893,3314997,3671681,3562590,1818016,1951551,5601463,4308703,3156442,4109467,2391248,4447492,3695450,2253232,3782634,2117660,5176885,3119902,3345062,4014696,2887419,2553070,2745848,4481010,4082525,3651360,4294874,4829143,4994921,4154629,4509208,4230344
2021-11-17T17:15,3065845,2817880,3417125,3221298,3689138,2466288,2978863,3162137,4071526,4442799,2666395,3290185,2909819,3368837,3690739,2177636,2051163,4641090,2833440,3231129,2911380,2183349,4570778,3752487,2890866,4130756,3642654,3429912,3069015,3761703,3717816,3027187,3975154,3716304,4112422
2021-11-17T17:20,3972724,2333012,3807248,3546157,3081066,3871895,2511357,2375548,2979960,4749022,4014197,2668262,4108284,2279159,4275924,3866177,2381919,3800153,3137546,2961012,4403740,3468157,4032177,3940646,3971013,3021546,3338926,4370798,3590208,3185484,5378363,5999778,3584180,3221312,4184162
2021-11-17T17:25,3446669,3526249,3491795,3859983,4012133,4370177,3698651,3104820,3321965,4635041,2559995,1981361,3894114,2770368,3983936,3525586,2654204,2628051,4233675,4023318,2854252,3114399,3967999,5500403,2917167,3275143,2990108,3872863,4005388,4913615,4885768,2915848,3825633,3605555,4774569
2021-11-17T17:30,3199661,2940903,3174540,3966094,4633018,3305084,3196768,4396409,3914272,5554308,2423150,4079795,3884086,3476975,4820128,1887307,2887063,2586904,3157600,3267570,1532651,2872659,3853408,3109308,4263663,2733430,2864049,3354857,5080880,4669094,3658655,4972840,2894936,4433554,4379646
2021-11-17T17:35,2961173,4268177,1626913,3593177,3936998,4895533,4537970,4103470,2478574,2154027,3494270,3373648,3710401,3812661,5184010,4517205,4235684,3644889,4353186,4021344,3124853,3265313,4877871,3953700,3626007,2333914,3187049,3101441,3997149,3839440,3919883,4265641,3622065,4017619,4505335
2021-11-17T17:40,2714408,3769460,4827703,4332418,4917573,2814956,3885489,3014326,3766288,3723787,2961256,3082512,4164936,2528150,4817391,3670102,4031513,3029128,3427329,2647559,3660916,1938618,4165956,4689193,2099531,2995173,3722336,2835104,4572167,2973975,6140234,6253386,4371187,3352731,3307828
2021-11-17T17:45,4956710,4171234,3450182,3131158,4688086,1652012,2652310,2928868,4398093,3490245,3476923,3608508,2373031,3544325,3837004,4120837,3375812,2293248,3049461,3227521,5021753,2287426,3045268,3863162,3050762,2534331,3559607,3319498,3497929,4176302,4758086,3739010,3845569,3591133,4036966
2021-11-17T17:50,4413502,4173833,5246123,2355551,2466667,2776776,2673765,2665047,2539742,4448537,3533585,3479958,2912331,2437536,3724225,3646508,2969925,2753758,5039585,3612234,2528955,2820004,3749757,3686859,3997950,3891517,4416380,4225641,3811441,4008776,4806979,4036126,4881906,3557138,2885503
2021-11-17T17:55,4289372,5126600,3496986,2984749,4529911,3003452,3911316,3504210,3515566,4027639,2976528,3061368,3265094,4226508,2649040,3824523,2829069,3893413,3742931,4290446,3827007,2078778,4247010,2029503,2437401,3123723,3839491,4219085,3563609,4222230,3707417,4179162,3186177,4667859,4444504
2021-11-17T18:00,2592690,4087196,3489710,3745666,3879309,3583619,3733027,2533870,1690066,3553717,1944794,4310152,4171132,4036914,3223067,2877920,2962418,4505358,3252219,4130398,4302562,3106488,5120505,2299450,2681310,3206531,3588935,3629822,3782376,3951679,4136668,4671098,4258888,2151485,4245926
2021-11-17T18:05,2680187,3590858,4441585,3326866,3713670,5022756,4476384,2648091,1703260,2568961,1708591,3395517,3852838,3634294,3585337,4338240,3699107,4168576,3207279,4572381,3232683,2940905,4122535,4611727,3488909,1896579,2853294,3085598,3812182,4057608,4475457,3188103,3030762,2790925,4275501
2021-11-17T18:10,3048436,3220238,2949335,4572638,3445343,4025238,3402874,2583731,3421534,2563463,2327271,3497230,3548834,4271987,3808133,2636244,3995832,2464540,4508080,3039469,3672529,3578236,4224735,3437018,4085496,3494876,3732575,3477177,4089384,3228656,3278518,3110117,3529526,4384959,2964046
2021-11-17T18:15,4547552,4034878,2897495,3419383,2498924,3206083,3470340,3926774,2514189,4486281,3752372,3843632,3073575,3162144,4010676,4417715,2866946,3795722,3192575,4444489,1854919,2161048,4063286,4299578,3645124,2636662,3080263,3056463,4700787,4837876,4926868,4127623,4827395,2792519,3146375
2021-11-17T18:20,3840475,3076838,2472120,3203459,3159030,4449298,3602858,3530187,2749921,4546761,2587824,3490039,4690210,3473889,2740290,2916965,3020185,4340548,3998316,3517763,3243382,2194676,4041610,2759038,4000482,2963447,3449599,4750471,4540203,4660596,3641402,5254797,3336428,3162871,6421507
2021-11-17T18:25,2793410,3927952,2917338,2669947,3293779,3901756,3483139,3973361,3391531,3584168,1993456,3290577,3399037,2327799,4556512,2713999,3140182,3469157,4115824,3719097,2395170,3249802,4519128,3813090,5094884,3731689,4646995,4556692,4111791,5034204,6416989,3057019,2572161,3067011,4577974
2021-11-17T18:30,4231331,2747325,3948807,3367648,3451168,4205404,3755819,3923818,3600847,2059227,2245078,4086984,2951128,2656596,3397348,4433865,2571902,3340549,4668257,2421619,3446645,2963494,5799598,3610163,4198202,2730517,3381364,4543423,4331509,3706545,4693865,4574263,3701087,3934404,4697203
2021-11-17T18:35,2768602,3415578,3867863,4483526,4092151,3364704,4557098,2777940,1743063,3381154,3118274,3526404,4449594,4238935,3010170,2432160,3534585,3531747,3295753,2880793,3087996,1860439,3550573,2828590,2888378,2198305,3480869,4393343,3458670,2886331,3544740,2885804,3412002,4311512,4294848
2021-11-17T18:40,2855935,3469414,3035213,3430617,3881239,4365778,2409199,3559276,2870062,2925763,4069135,4147706,3618698,3490233,3967132,3646001,2664002,3110450,3908076,4296070,4357576,3423189,3307152,4172419,4009000,3500144,4050934,3543340,3195874,2450230,4226426,3924057,3384461,4309455,3657049
2021-11-17T18:45,2396263,3660839,2002516,3127228,3541966,3432159,3544072,4264633,3171629,4561571,4518973,4834924,3822586,2777432,2707201,4091817,4635412,4090340,2888618,4727833,3526010,3895957,3948795,2732803,2867208,3240529,4013218,3110129,3980431,4965195,3631407,5848196,4443509,3126239,1725943
2021-11-17T18:50,4337424,2766525,2162635,3507689,4185684,3493174,2774111,2030159,2332143,3076155,3077388,3101452,4477458,3624437,4826677,3375108,2837066,3237802,5433007,3801620,3361324,2684600,3935176,5376932,4224353,2318568,2775533,4449180,2795949,2869860,5049192,3477128,3672100,4111416,3453148
2021-11-17T18:55,3331127,4113042,3410812,4792134,3977131,3864023,2437031,3186990,2968328,3438043,4121921,5695922,3979218,2682355,4200637,2883400,1882200,3144784,4102913,4968449,4631726,3490369,2782035,3909487,3731242,3109949,3642916,3496363,5487963,3092251,3377554,2852047,3340743,3755775,4508183
2021-11-17T19:00,3105236,4186875,2675133,3470556,4481154,4328899,4336791,2933950,3486570,3953407,2765841,2740766,4753037,2930114,3086343,3114536,3239063,3478542,4441865,3498900,2731604,1554461,3532969,3207791,4770039,3194879,2732837,3927039,3270570,3122005,3918697,4430377,3185356,4195136,3132631
2021-11-17T19:05,3251223,2613243,4072515,3829405,3705866,3278508,4255272,2383776,3606990,5132016,3088108,3527704,2711309,3955137,4601933,3492247,3070108,3314086,2618505,3967556,4687180,2482876,4331879,4450644,4245106,2974316,3241932,4066967,3588147,3646443,5933649,3615823,3507400,3230529,5210912
2021-11-17T19:10,3563789,3607896,3566495,4215194,3786829,3500034,2329652,4232742,3700377,3164301,3491527,4559717,3651064,2652912,4120495,2021793,4201357,3673655,3013130,3977255,2685068,2777597,4084134,3501878,2967628,3251578,3186111,5198843,2773729,3971433,5633480,4657947,3912261,3320638,4188760
2021-11-17T19:15,1803405,2308253,3116265,4907649,2896982,3133595,4555714,2411538,2313920,2853504,2479859,3347479,3224538,2143210,4281206,2662655,3588152,5316402,3438106,3360502,4158647,3087536,4443330,3794307,4868729,3356927,3305179,3304996,2959078,3767932,5610734,5154344,4298370,3117539,4035015
2021-11-17T19:20,3858340,3124078,4234555,3043116,2900428,4335058,4471555,2931261,2462465,3287822,3205966,3102850,3171186,3948555,3120676,2998963,2352300,3050533,3950992,4586867,3558980,3812959,4128146,2855623,3111651,3373632,3870671,3557509,4128161,3750004,3057387,4491270,4193459,3744305,2930527
2021-11-17T19:25,4467012,2236670,2237347,4110641,4511668,3787129,3331328,3061082,3316903,2690684,2969180,3437136,3677662,4298556,3082094,3642525,2886784,4318619,4315750,4914572,2781443,2973137,3561375,5150270,3282476,3238047,2987367,2860117,3485104,3691898,2460183,4597864,2666845,2166357,3098210
2021-11-17T19:30,2886963,4075356,3405515,4667232,3758707,5592354,4289408,3396442,3548191,4478869,3775442,3813768,3144171,3371642,3726628,3457663,3872431,3295416,4401522,3863420,3750504,3563071,3332331,3627538,2427511,3001753,3930142,4060541,3451000,4327165,5368899,3387503,3708356,4347039,4920712
2021-11-17T19:35,3346309,3044995,3218570,4456779,3656612,2566848,3835389,2830354,3460085,4205566,2783010,3585363,3071637,4687147,4660007,3327570,3644258,4196038,5168895,2992438,3004320,2301545,4055252,3178918,3493925,3621331,3591909,2695605,2819248,3553405,5467115,3094335,3281008,4747455,3092525
2021-11-17T19:40,3867458,2597818,3042532,3712080,4175890,2294684,4446034,2277736,3871784,4046872,2698081,2922563,2835123,3319430,4359278,2035343,2939270,2724189,3273122,4300869,3085131,2993590,3662750,2491572,4442901,3562397,2702648,3137806,4523896,3636361,4552842,3873089,4138705,4680014,2888922
2021-11-17T19:45,2824125,2903187,3435447,3795689,4157238,2357496,3864657,2893853,3053097,3145964,2720947,3503254,5208757,3913691,3838520,3011301,3790305,3880445,4669714,4596766,2901664,2415991,3767174,3413530,3458110,2465814,3141903,3884814,3144765,4565920,3594179,4878443,3737556,3770338,3298643
2021-11-17T19:50,4114459,2342453,3112556,2770174,3540545,3929745,2689103,2541015,2317358,4551719,2133463,2891433,3695291,3707050,4366900,2550755,3619580,3043889,3296297,4378276,3577370,2357470,4732258,2676309,3526374,3093942,2493453,4119764,3360367,3613807,5596173,4198070,5443431,4077526,4003344
2021-11-17T19:55,3348057,3529688,3024284,2761181,3718466,2965322,4260525,3217968,2978952,3362810,2871534,2845723,3543150,2552613,3233824,6235865,2459225,4095060,3142763,5115932,3921386,2516108,3779545,3176909,5325202,3702824,3003123,3884860,3627991,4181014,4320889,4210829,3100275,2937894,4496513
2021-11-17T20:00,3644846,3622290,3734576,3702095,4521029,3752976,2953422,3726944,4390243,3527746,3374018,3322480,4009672,2938359,4777672,2626919,3504053,3725648,3449084,4228598,2752976,2696994,4307384,5347494,3770336,2915288,4342143,3595993,4380458,4964920,5230981,2883204,2494844,4807523,3863979
2021-11-17T20:05,4085609,2457361,3383066,3175901,4982502,4756853,4359135,2628143,2932105,4499448,3061428,3920064,3685106,3317725,4554969,4100781,2735770,3124361,4290095,4373515,4213271,3374590,3863147,2970805,4175790,2119467,3679323,3266178,4017460,5160336,4243156,4689924,4142183,4289613,4249926
2021-11-17T20:10,4374232,2619071,3027712,5871194,4602874,3307988,4556542,3555976,2201832,3912812,2217450,3853698,5725159,3616209,3413302,3545778,3525129,4070026,3814215,2701065,3341523,3266205,4657635,3035637,4902905,2323370,4116269,2684950,4002307,4219978,4250072,5678386,4393065,3183483,4142705
2021-11-17T20:15,4854780,4601222,3438131,3987548,4175703,3162623,4779345,2656563,3427724,2951115,2986893,5508080,2800012,4578481,5573646,3422675,4623663,2773056,3561279,4544000,3306583,2140573,4081626,3080211,3555687,4053258,3894450,3604836,4556709,4065642,4769865,4341474,3593399,4093469,3792420
2021-11-17T20:20,4808701,3573933,3277885,4428287,3808298,3436204,2733302,3547569,3558307,4410157,2353845,3206970,3313999,4229639,3848013,3277281,2929413,3270846,3358836,3461064,3563692,2198409,3802449,3396642,4726913,3079345,2466881,4504120,4933047,3383982,3721034,3338032,1634024,2641053,3559473
2021-11-17T20:25,2782021,2562272,3536589,2746784,3409781,3116294,3926170,3790722,2697787,3958196,2625132,3294326,4425207,3744947,3433580,4411469,3317721,3963415,4371955,4638860,2461505,1639528,3734325,4119207,3239228,3627373,2733604,2856395,3900644,3293057,4590014,3439343,3767528,4817714,3362614
2021-11-17T20:30,3287383,4010198,3095754,3510817,2225289,4911785,3137984,3357888,2814475,2711680,2915766,3914640,4416346,3730514,3642483,3304211,2917684,3774198,4785333,4222470,2569111,3797059,4087584,4707372,4176074,3331130,3596903,3252630,5758647,3683476,5571342,4271838,2918186,2355768,5072741
2021-11-17T20:35,3006899,2923900,3242179,3931268,3536748,3537628,3809073,3470052,3958525,3665009,2855833,4599613,3514367,4013825,4031419,4412319,1201626,2732227,2864945,3182262,2718293,2679146,4838189,4593663,3341717,3173817,3931023,4283886,3061785,2445478,3790799,4215801,2372583,4707762,4458352
2021-11-17T20:40,3474939,4995015,1753817,3295764,2942810,2335169,3099755,2597118,3728556,3705702,3723799,4112942,2595446,3609951,3376511,2921439,3516921,3536531,4221323,3100284,3423055,2638459,5106946,2790766,3022571,2340582,3806009,2554957,5302826,4323300,4205507,4388905,3439751,4667051,3761983
2021-11-17T20:45,4869627,3138348,3421461,4380892,4374881,4286356,3370526,4325877,3055623,4614141,2165420,3729641,3044210,1303200,3122697,2450800,2515387,2784486,3018419,3053022,4024943,2832977,5606906,5387726,1649024,3589957,3422184,3318230,3755204,4511468,4445696,4083443,4102367,3668179,4552831
2021-11-17T20:50,3957237,3385831,3488415,4399833,5250780,2788519,3975031,3074865,2915378,3412031,4201584,4892665,4420204,4535577,4145121,1983823,3336964,4173176,3708250,4122187,2698582,3357472,3540477,2709813,3870919,3110928,4454734,3770392,3047183,3612202,4320960,4212246,4290136,3218565,4701522
2021-11-17T20:55,3563763,2281364,4638327,5357377,3977281,3864093,3026886,3763955,3807583,3450727,2959353,3313129,4031156,3256685,3353332,3674003,2703976,3387653,3494668,3615864,3786287,3859713,3214269,2512888,2684406,2314934,3700163,3868345,5122138,5720749,5164774,4288279,4054167,3229370,3153735
2021-11-17T21:00,3835437,2468448,3285259,4136731,4061267,3979839,3265520,2660061,2541279,1573173,3280145,4042164,3320641,3327776,4164938,3609347,2421732,2834176,3498993,4248427,2568547,2239640,3829228,3391346,3231171,2408602,3672908,3797173,3089869,4753268,3468956,3016205,3574756,3309847,4579728
2021-11-17T21:05,3624085,4251147,2704941,4501653,4087140,3297174,3238938,3596871,2964392,3208884,3406823,2559559,4548120,2967209,4180370,3943791,2888611,2997284,3293779,4315230,3207799,2843845,3944485,4309681,2841006,2629188,4330589,3230254,3945826,3650096,5802554,4925999,4477730,3721786,3642212
2021-11-17T21:10,4711730,3934651,4293610,4345792,3048866,3978155,3347186,2878628,2540462,4252152,1957224,2989204,3008323,3837068,3533930,4500775,3974492,2855057,3365156,3529831,4500930,2048342,2262790,3014014,2773316,2685991,4980061,3689497,4410939,4490579,4392008,5778024,2743559,2721205,3949386
2021-11-17T21:15,2983367,3440892,2838515,3153521,3912961,4225747,2873101,3174269,2193211,3832795,3089825,3082992,4349980,4215148,3703429,4137707,3059753,2642903,4207408,3969347,4052449,3737600,3989164,4029230,4093666,3186588,2572397,4192878,2711460,3331161,3696683,4209620,5309694,1691774,3653391
2021-11-17T21:20,3131056,3649121,2951711,4183350,2867767,3471194,4595616,4033013,3165615,5125786,4198920,2111432,4058107,2431439,4519467,3625653,3229710,2910678,2387120,3693317,2809443,2096975,4775554,3497407,4029155,2182971,4250924,4394401,2374733,3400949,3212920,3796865,3421932,3186934,4153134
2021-11-17T21:25,4365172,2742876,2657841,4182681,4629881,4431674,3258157,2489422,3466064,4169377,2438792,2653907,3068421,4148128,5480273,3106453,2730146,2717491,3560822,3697156,3819098,3240955,3718484,3932583,3537193,2580635,3201618,2833321,4037859,3364161,4913234,4002095,4728416,3174168,4994043
2021-11-17T21:30,4143852,3976134,3594691,4372974,4620524,4313979,3826885,3528730,3826395,3096680,2454996,3858828,3396419,3114709,4734339,4349639,3450717,4105014,3462316,3475301,2827786,2854147,4683407,2812366,4157484,3940558,3402275,3532308,4163007,3985507,4727064,4252446,5076158,5113682,4114157
2021-11-17T21:35,4210148,3447595,3413085,2840668,3039628,4631281,3501548,2241170,3392456,4430030,3132038,3768737,4292902,3044251,3119054,2860043,4011057,3859326,3369279,3052148,3233446,1812362,4071273,4313425,3245975,4252025,3667845,2149499,3931612,4268835,3933673,3739792,4701232,3669951,4030055
2021-11-17T21:40,4288709,3564310,4308091,3253971,2938893,4413937,3053957,3398697,3247208,3289163,2789615,3155566,2811619,3268545,3532685,3414918,4538990,3474195,4160229,3898418,4614928,3194955,4521126,3778570,5231625,2107693,4654636,3430222,3964568,4238181,5031992,3384176,4018634,2952201,3543313
2021-11-17T21:45,3117455,3095598,2374666,3468679,3542787,3671700,3153800,3869786,3149675,3416482,3162374,4526754,3769382,3139269,3421891,1246024,5002927,3263435,3392704,3832844,4276462,2701546,4483253,3346486,2629697,2714075,2738059,2889143,4840808,3548984,4107924,3916599,2831707,2966824,4044279
2021-11-17T21:50,3495186,4817310,4260287,5743177,2339312,2565398,2402783,2366459,3668763,2679623,3286957,4773482,4025871,3180610,4022436,3749300,2719699,2814302,3304752,3626005,2177977,3165260,4928465,2340776,2488001,3223502,4617342,4447614,4667316,3666591,4689415,4399827,4006456,4433431,3349596
2021-11-17T21:55,2766613,4212997,2689298,3938189,4768391,4297797,2917581,3902211,2998848,4373993,2874172,4099394,3929270,2734236,4468303,3663000,3164208,2753508,3274000,3512352,1946247,2579080,3797259,3154909,3783036,2810837,3784744,3301940,3998026,5049463,4527994,3862510,3436401,4544974,3745256
2021-11-17T22:00,4765037,2647086,2493592,2449822,5339027,3056805,4078359,2344919,2712015,4747997,3769236,3540560,4372791,3469940,4111025,3708255,2950993,5505940,4649788,4185570,3154806,2634950,4553077,3920503,2896140,2674596,3193586,2930638,3509318,3460726,5016121,3978497,3349958,3317761,3468804
2021-11-17T22:05,3715033,3212857,3691395,3750741,3181797,4146085,4098881,4819735,3840178,3499533,2416571,4009750,4709045,4355726,3541775,2975959,2568882,3369472,5823297,4394663,3079386,3095299,4256468,3556040,2911515,3726823,4720619,4118030,4866442,5354768,3117297,5615561,4272839,4705108,3971519
2021-11-17T22:10,3672800,3306069,2487950,2787515,3943549,4561181,3966960,5207001,3195968,2525632,3053707,3481765,2904388,2953459,4045453,3086928,2906917,2208561,3540818,3944137,3599457,3557247,4776396,2849722,3209745,3033590,3622090,3884220,4292332,4864624,4248046,5413984,2621738,3695733,3136934
2021-11-17T22:15,4036485,3669122,3541773,3473782,3830570,3200163,4182297,3268408,3544471,3464111,3150161,2581807,3789444,3696142,4868349,1869259,2856857,4095793,5326077,3940492,2806389,3940673,5097710,4138606,3262105,3293982,4057800,3767903,3857116,4421562,3385015,4710546,3313472,3328930,3979040
2021-11-17T22:20,3036750,3713392,3453923,3602550,4816034,3313764,2375603,2630759,1919893,4036893,4146017,3034215,3236982,2208220,4139477,3733044,3737364,4040148,4734727,3225237,3065335,3008820,5135497,2746253,4023054,2821904,1825968,2336806,4238928,2127673,6187521,4309059,2799070,2982170,2410503
2021-11-17T22:25,3266893,2745240,2761657,2415833,3631481,3392468,4837129,2751197,3586484,3204119,3938818,3311973,3668288,3939558,4406613,3903366,3490128,3668571,4543960,4296853,3365289,2070472,4114490,4361315,2674899,2641118,2575020,2880505,4431900,3626809,4822893,4579919,4544062,2872076,3116693
2021-11-17T22:30,1843313,4807384,3455328,4345946,3414037,3654535,2114293,2123404,2795404,2683588,2195451,3222225,3367299,3451296,2959075,3179650,4060257,1960912,3294305,3455107,3037249,3324563,4594951,4955994,3323231,3180107,4499829,3435251,3748511,4659000,3731425,4023536,4290757,4620933,4842782
2021-11-17T22:35,2727881,3041036,3617700,4964866,3833050,3192806,4627155,2140247,3586759,4027070,3927689,2163088,3759659,4272542,2877349,4012814,3145352,5049733,2493173,3247549,2969923,3288274,3554840,3118730,3632105,3287479,4749634,3053439,3257976,4832129,4454535,4456534,4086755,5132471,2707818
2021-11-17T22:40,3550545,4367835,3535633,2767400,3404039,3834312,3232237,2951769,3495436,4565096,3528236,2504316,4739382,2579663,4055596,3209200,3546452,2623925,2548485,2174094,3611340,3088095,6121123,4761597,2573605,3390727,3415220,4361128,3908965,4708172,3387158,3941744,3643627,4360620,4527184
2021-11-17T22:45,2780409,1635596,4000807,3937893,5021788,5002171,4618117,3052922,4102445,3528466,3209546,3638495,2230920,2558003,3787589,2618542,3813672,3252885,2890580,4301884,3455695,2950563,4495265,3630765,4322915,3605560,4415348,3423656,4309708,3845846,5403245,5726268,4169384,3836428,4204013
2021-11-17T22:50,3300095,3358133,3564873,4023847,5280950,2567205,3901609,2790041,3779436,3644326,2077763,3697373,3195159,2647746,3049074,3524552,3609515,4309563,5017310,4053563,4227493,3049262,3402214,3103771,5274422,3214576,2177785,3862962,4926844,3179733,3829648,2914546,3953212,4911516,2358173
2021-11-17T22:55,2425224,4369091,2902118,5112438,3452438,4109572,4417959,2306417,2983224,2751405,2725518,3204297,3416881,3723114,2939207,3242033,4500457,4811889,3618219,3727449,4754564,2380754,4185138,4459768,4102049,985796,2895230,3903766,3384476,4161094,5404703,3977649,2338380,3442961,2924153
2021-11-17T23:00,3215712,4653849,2540807,4340066,1881774,3091971,3369065,2836961,3306244,4872935,3381528,3699666,2768349,3313767,3407264,2484017,3770081,3764975,2791610,4077198,2972903,3686311,3438261,3337929,3957043,2955888,3929894,2716069,2984252,3412284,2571562,3839684,4033216,2855217,3900337
2021-11-17T23:05,4986850,4824843,3290664,4836467,3811285,4095487,4283283,2295537,3187725,1932725,1781897,4426210,4325530,2597500,5940857,3437359,2811422,4029963,3363078,3967259,3655406,3263707,4505707,4542541,5422586,3971943,3899206,2890407,4513663,3553363,3149795,2770829,4476842,2530771,3985019
2021-11-17T23:10,3207191,4373083,2499478,4373927,2697259,3337731,3826346,3130501,2048342,4237884,2081726,4577562,3963648,3095222,3855721,4507754,3505483,2989790,5525048,2744571,3559673,3369617,3931928,3987451,3941353,3774240,3904338,4156199,5226511,4982218,4779676,3223782,4540649,2375993,3831452
2021-11-17T23:15,3206683,2739951,3766481,3201746,5319883,4770941,3404627,4197012,3015269,4008875,3665742,2939861,4648058,3345892,4095248,3008684,3470963,3248115,4621356,2828081,4114497,2374283,3917265,4051695,4353836,2107701,3675243,4150368,3875667,5097990,4693064,2320439,3903146,4446408,2849332
2021-11-17T23:20,3516614,3126646,4278310,5108626,2278058,3608138,2930448,3720657,3553598,2037171,2122227,3052543,2098675,3752604,3352901,3886966,2832851,3756859,2499353,4524746,3399344,1884968,4733230,4487698,5227192,3617888,4045994,2862869,4242091,4222630,3758500,3248968,4354813,3564677,4547942
2021-11-17T23:25,3933626,3525198,3467916,3130398,3044981,3499832,4194151,2754767,3551271,3227306,3340822,3951619,3894084,3332915,3820619,5009153,4739836,3628724,2930688,3619322,4226629,1886456,5645165,2736748,2880156,3670288,3124497,3336755,3027036,3967945,4639122,4002667,3419146,3145838,3719542
2021-11-17T23:30,3568669,3131642,2955470,3696833,3583314,3523348,3070610,4891878,2898865,3177624,3085992,4288360,4478837,2794044,3669257,2626201,3199963,2757335,3452425,4001608,4423315,3389650,4866139,4488904,3852751,2090669,3211231,4069201,4293033,4445439,4796813,4266495,2840055,3087917,3714951
2021-11-17T23:35,3619939,3645348,3022231,4715466,3575454,4647222,4037256,4095093,3920929,5785730,3455007,4305801,3310199,3827904,4208834,3438764,2322718,4174843,2401290,2826045,3645076,2701182,3858771,3071177,2665520,3336336,3198398,2807916,2833813,3854040,6091730,3643561,6618305,2617059,3040812
2021-11-17T23:40,3981167,4344953,2724487,3102756,3906281,3022576,3311703,3310340,3435967,4660918,3407593,3830428,2926210,2976228,2616860,2917037,3998110,3589592,3841953,3088874,3376632,3545146,2495280,3684234,2150751,3937369,4233500,2437193,3781787,6307370,4286604,3530424,3757274,3505763,3481213
2021-11-17T23:45,3663206,3747845,4574279,3540975,3517618,3472893,3570434,3475608,3287616,3833082,3996182,3707886,4383338,3101517,3525745,4108285,1611668,3391026,3782847,3726748,3270535,2162842,4207977,5258856,2674776,2824101,3228222,4282886,4883851,3739545,2944900,4448971,4733328,4414554,4169507
2021-11-17T23:50,4095798,2901717,3239779,4203657,3133038,3612031,4241171,3190119,3544753,3659346,3983895,2899733,3449984,2301307,4397670,4273820,3392781,3492084,3761175,2688769,4492394,2411670,2913482,3066035,2496663,2232794,3166376,5671966,4722388,2913588,3557190,3428298,3759465,3512778,3192841
2021-11-17T23:55,2751968,4320630,2525930,2626762,3052521,3791959,2745791,3198688,3025423,3604902,3186374,3548249,3614456,3060429,3980667,3623186,3607047,5396489,4786805,3928563,2118098,2905955,5448278,2789828,2788199,2602926,2388545,3184979,4760574,5132822,4257766,4076467,3990359,3295231,4544250
2021-11-18T00:00,3832653,4230762,3411748,5038571,3622123,3968395,4469454,3923883,1946590,3143822,2641960,3130962,5226499,2461128,2970235,2646210,4475467,2881817,2854078,3511754,2490467,2499954,4971245,3746941,3500492,3249953,3529936,4488856,4068296,4524088,4298893,3210054,3608671,4596838,3938952
2021-11-18T00:05,3212371,3939191,3702598,3954473,3860534,3279319,3732611,4149666,2372245,4507971,2341834,3239291,4225628,4332541,3345035,2149919,4456979,3727866,3340964,3040877,2706122,3281498,4720451,4343462,3684045,2546035,3391341,3451625,4495628,4227460,3768093,3289413,3162028,3879027,3311882
2021-11-18T00:10,3336089,4166520,3755008,4253964,4814873,3285155,4149952,3764573,3417250,3452495,3825340,3901199,3702899,4103961,3462497,3541556,3573971,3314133,3151932,3890957,3687425,3551418,4149274,3590478,3901091,1336279,3576999,3510066,2939962,5765752,3146263,4811395,4807253,4163499,5208377
2021-11-18T00:15,3532894,5765885,4568364,4660796,2986705,3723819,5779439,2206052,2198666,3477785,3753294,3221763,3835303,3478987,4528106,2626914,2669196,4439675,4854080,3555671,4073898,3916483,4170080,4530744,2930238,3487380,3493956,4622607,3874263,3967461,4879781,3882370,3048995,3205775,2856916
