mtime,AR,AV,BC,BD,BF,BO,BS,BV,BY,CP,CS,DH,EF,EI,EJ,FG,FH,FL,FP,GY,HY,J,JY,KW,MO,MT,NP,NS,NW,OR,OY,QZ,SU,SX,U
2021-11-18T02:35,2946063,3249638,5872934,2436245,3970436,3561744,3181542,2673038,3672955,4605978,4497358,4278807,5051559,2493669,4107545,4964192,5058848,2421400,3391577,2321094,2697095,3633981,1958123,4198437,3494686,4338625,4965915,3236426,4905296,1588267,4970125,2820520,4199474,4606058,3441649
2021-11-18T02:40,4480282,3789314,4119268,3694694,3603206,2251619,2943539,2966732,3451245,3346610,3469474,3428500,3635085,2880619,3489510,2572893,3123503,4710935,3331646,2540876,3821465,3284911,3768059,2955236,5142515,4163302,5920172,3548710,3287198,3145995,3333757,3119313,4240081,3482845,4534215
2021-11-18T02:45,5064039,4146204,3017425,3821465,3493658,4248964,3121412,2935368,3221163,2611318,4995249,4637116,2521014,3553390,3936241,3995786,4853143,2251478,2488250,3351390,3333096,2955031,4485254,5602483,2955474,4342040,5781291,3391579,4668603,2113410,3709124,5097412,3306981,3333901,3011890
2021-11-18T02:50,2715740,3351857,3914438,3135688,3177240,3765683,3135206,4284492,3832803,3137051,4528750,4658185,3548725,2814368,3425246,3191449,4790129,4538972,2726516,3879132,3119752,4246543,3401329,3906766,3219526,3263512,4082571,4042958,4512088,3172814,3097595,4510331,4402950,3616705,3251240
2021-11-18T02:55,4337937,4051727,3438755,3526452,2742940,3877153,3158764,2814519,3909745,2310642,4141931,4514541,4344507,3744295,4276948,3257080,4749638,3147121,3048453,4142631,2516964,4285096,3484164,4478182,3219551,4294596,6303384,4080712,5677623,2641664,3877505,4445891,3996115,4228548,3773003
2021-11-18T03:00,3562225,2848784,6609112,2946693,3216180,4085220,2597822,2447853,3629367,4891333,3357226,5268570,4267590,2399683,4064182,3396005,5246825,3148284,4287097,3545599,2993173,5286799,1170743,4263138,3722785,4436165,5525143,4502673,5161493,2745691,4465625,4268165,2927885,2738568,2938757
2021-11-18T03:05,2585247,3684697,4734459,2194898,3796935,3339923,2132172,2803869,1714242,4799509,2455818,4259235,2845786,2731456,4599081,3779279,4956200,2983656,2784608,2929496,3496384,5164664,4027258,4383441,4565580,3750554,4502277,3697390,4560236,2057393,3040343,3687416,4963930,3932869,3865918
2021-11-18T03:10,2933681,4292957,3019693,3812622,3672590,2228674,2464953,2668825,3111534,4519073,2984592,3360677,3899095,3876027,4100946,4285398,4069722,4745669,3208850,2619022,2548825,4463084,3637402,5765919,1995872,4249047,4225007,3349555,3801720,3332121,3195394,4325257,4889584,2807843,4165414
2021-11-18T03:15,3294817,3811317,4162749,3277338,3970332,3375031,3302359,3784379,4650347,3277493,4541316,3589965,3155280,3796937,3425868,4180933,4486129,4155986,3070826,3674642,2873861,3849327,3544474,3543969,3880882,3990914,4293579,4193130,4302957,2807436,1922568,4997517,3255992,5827212,3307732
2021-11-18T03:20,2393869,2567481,4385340,3709297,3082393,3490274,3771327,2838947,4306865,3230537,3538972,5178827,2722662,4010965,2838693,6018010,4664898,3845200,3863141,3559478,3070338,4062409,1761082,3105781,2486821,5674551,3552516,3667232,4233205,4162781,3341926,3472582,3747309,3354603,3641822
2021-11-18T03:25,3644367,2594134,3362545,4386849,2848771,3348493,2911301,3865703,3145716,3045997,4137449,3563257,3942345,4863308,4518717,4338676,5471562,2649539,3727058,3790921,4014190,4382237,1880948,3508584,3586228,3465881,4328837,4463019,4524613,3555958,4403062,3419203,3713350,3903861,2752483
2021-11-18T03:30,4063200,972782,4880570,3395371,4059724,3154946,4073148,3147732,5667872,3351084,4812432,4575708,3645147,4503366,4697578,4413228,4401953,4015447,3120584,3830301,3146831,3007193,3753519,4986628,2883877,2988285,5338743,3664891,3664538,3289275,2417768,4040544,5783157,4496435,4302411
2021-11-18T03:35,3529616,3171167,3838041,2105756,3961128,3264062,3434816,4047421,2421894,4280869,3048431,5091889,2627433,3710551,4355157,4244370,3905784,4122477,4122082,3819049,1676014,3298069,3631426,3768905,5575374,4141567,4088772,4334585,4396329,2320819,4289266,4873611,3912507,3673961,4272423
2021-11-18T03:40,4143048,3411915,4079611,3196361,3316598,3195307,2917522,3061130,3382497,3885727,3349206,4256174,4734198,3163818,3358939,4417095,2792880,3373364,1699837,4949166,3212151,2769216,4716956,3851149,3127465,4564676,3427366,4559524,3938662,2295251,4299370,3659295,4317354,3269650,3291035
2021-11-18T03:45,3755702,4453253,4155292,3446030,1949148,4140907,3223873,4225531,3383270,4274254,3384053,4533636,5165406,3120290,4715319,4279895,4523048,1920621,4314786,2126870,2168175,4597638,3261070,3898214,3181624,3885449,4986441,5501338,4391648,3144694,3755300,2472578,3182839,3015066,3891413
2021-11-18T03:50,4138960,3859769,4415131,2940197,4067139,2617590,2065478,3917170,4103770,5241490,2979553,3111499,4333064,4378625,4339850,6157933,4312367,3018329,3941105,5024254,3147875,2280854,3703995,2721129,3870491,3885672,5204797,2019719,4009228,2145656,3200298,3164947,3615472,3251196,3471870
2021-11-18T03:55,4795782,4069970,3678679,2816560,3576540,3407453,2849974,3505310,2682541,4667145,4014935,4706538,4576973,3961328,4346518,4629947,3813508,4299188,3026951,2366309,3691480,3220842,3602884,3729980,2895276,3959477,3593818,4845730,3961830,4161612,3861919,4403100,3090288,3466348,3670272
2021-11-18T04:00,3802585,3767939,4816912,4410703,4067580,3923537,3442245,3190850,4978922,3843245,5519276,2484741,3883864,3350642,3584210,3160010,4703306,3660105,2083759,3014739,2537036,4623302,2936632,4260877,3736349,3355751,5517698,3144981,4037119,3772362,3308618,3255798,3690517,4007541,4478142
2021-11-18T04:05,4034377,4198164,4238706,3180809,4398735,3266906,4165699,3197188,3509363,4063573,4213405,3900463,3654005,3196619,3221823,4539145,3918859,3600659,2324426,3119915,2972286,4740443,3484394,3320152,2676470,4215675,3025121,2022712,4625263,3385959,4389000,3815664,4436234,3211241,3046523
2021-11-18T04:10,3059952,3130930,4016645,3126521,3876263,5678443,2127377,3713938,3923839,3909268,3738004,5162665,5256078,3014036,3105715,3284302,3929899,3190684,2253834,3128333,3434855,3741461,3104904,3974074,2392993,4599108,3461073,2590765,2795906,2141009,4328294,4181473,4531249,4199949,3076194
2021-11-18T04:15,2868707,4208382,5939039,2854322,2661014,3418090,3117364,2297031,2935204,4080558,5179137,5941336,2880953,2832680,2704958,4112418,5038669,4048229,3370334,4466045,3512051,4321880,3149012,3951174,2485692,3485258,4472287,3635147,2023417,2959222,2687977,5476419,3574828,4306510,3576529
2021-11-18T04:20,3729342,3230631,3533900,3391033,4046695,3370135,3992106,5241190,3835049,3793435,4932822,4671436,3062978,4413766,4284821,5499432,4194368,4394204,2688656,3447271,2380459,3761994,5036074,3710398,4746263,3593811,4304823,3881181,2785921,2276538,4197047,5746924,3778621,4607000,4670995
2021-11-18T04:25,3864412,3903170,3376234,4364274,2765126,2407118,3495113,3119626,3471244,4379307,3840351,3705141,3374240,3952521,5012417,5010011,2816522,4193074,1745895,3459948,3345259,3520078,3445882,3374030,3584405,5385438,3963986,3731185,4701886,2791253,3709317,4206137,3670369,4262074,3420270
2021-11-18T04:30,3212221,3220275,3819707,3382836,2920383,3514379,2146528,3441005,2474765,4214812,5104223,3071762,3983348,3477004,4441258,4130949,5375512,2701866,2515010,5013454,2315086,2718334,4353039,3467394,3501667,2908837,3645459,4135796,4124214,3196175,4416112,3159116,2999791,3907109,3665843
2021-11-18T04:35,3302581,3356178,3373021,3406872,4645529,3562973,4080773,3710436,3387328,5431445,5029472,3167239,4951721,2411300,3782185,4682923,4381866,3116784,2431072,4172994,2339280,5054749,3467338,4190854,3801605,4039566,4942043,3928072,3520428,2844975,3698590,4429728,4358987,2777716,2463805
2021-11-18T04:40,3155989,3487558,4537662,3606188,4827079,3829869,3403183,3616681,4168838,4908930,3705126,3214082,5242738,3437863,3825197,4597814,5268375,3980293,3570296,3771758,3423958,4483214,3175243,3313823,4152732,4733208,3284296,3162312,4806603,2928678,3227995,2672541,3901166,3381234,3382038
2021-11-18T04:45,4721006,3897097,4626388,3397445,2777717,4182412,3997991,3129579,3310512,3808244,4060354,3584064,3730160,4163403,5187691,3585939,4482295,3124688,3105645,2863903,3113649,4059942,2520426,3026419,2004990,3583103,4540623,3237988,3714786,4456112,3696861,4557390,4329995,4686057,4016001
2021-11-18T04:50,3830516,3192715,3285023,4301272,4058854,3715451,3943006,3875397,2797400,4250924,4321125,4886590,3601972,4277438,3611228,3733292,5389655,4140495,3811409,3432140,2492584,5381298,3416368,3712672,4487827,3503745,5714769,3161914,5286304,3050972,4863804,4938797,4597424,3199638,3357885
2021-11-18T04:55,3478217,3829772,3866994,3198933,5075417,2797554,2439836,4086224,4044560,4269210,3226047,4955829,3824737,2903845,4486308,4459253,5209564,1966660,2117570,3871245,3580878,4145101,3419847,4321045,2902202,5327282,4360601,5120477,6777072,2786110,5644407,2769665,5209477,4795544,3212998
2021-11-18T05:00,4413143,3230379,3598532,3271250,4359262,5255173,2385735,3578128,2823956,4866070,4845097,3763802,3596513,3119174,3119715,3313216,3726911,3187252,3241392,3454189,2726443,4697070,3282127,2024404,3014851,5775945,4210569,4720767,2296181,3657263,4177156,4710364,3596692,2574500,5021142
2021-11-18T05:05,3511251,2274806,4699369,2644050,4472314,3900404,3309492,3449683,2731369,2752508,2703498,3675828,4060793,3880155,4228829,3009174,4241981,4002548,4796883,3869868,3527363,3257120,4564691,4003986,2535842,4297609,3000832,2574298,3053039,3621399,3120270,3341944,4408737,3359295,3198931
2021-11-18T05:10,3137329,2924563,5201136,2588327,3987722,2354455,2067135,2251287,3094467,5450155,4340871,3812920,3679215,3711137,4619389,4978728,5272267,3509923,3023794,5558347,2203250,4011646,3906807,5440584,3146202,4409160,4842524,2971561,3156485,2343035,4470591,3975901,5658513,3523775,3822481
2021-11-18T05:15,2771983,3661399,3749702,2818031,3208661,3966488,4359890,3432229,3255335,2855887,4978812,2994708,3270530,3970350,3976556,3861879,3836597,4148689,4136150,3945257,3264119,2133018,4209067,3790710,3232849,4173240,4205198,4167567,4195735,2947859,2946349,3019808,4447160,3387305,3967303
2021-11-18T05:20,5247543,3282618,3694341,2630326,3422611,3637449,2546755,5005808,2360723,4375381,2911770,4028159,3251832,3286606,2361103,5073438,5329405,3045615,3293559,2783054,2286194,4539039,3477400,4687334,2103429,3316341,3649598,4453393,4708453,3173756,3498208,3939286,4653747,3813117,3317410
2021-11-18T05:25,4439131,3153016,2910192,5431435,3421240,4045806,3436493,3381892,3008855,2914463,3804714,3399961,3101462,4011005,3781451,4060211,3879382,4057068,3570864,3739250,3279055,4358242,3882631,4453524,2867809,4208897,5057434,3847011,3665546,3312895,3260755,3778340,3999088,2953545,4165524
2021-11-18T05:30,4093214,3210205,4820966,2851998,5030161,2898666,3919039,5640731,2325545,3883707,3313854,4054017,4590538,3678635,3560067,3613414,3757823,3017427,2930597,3367622,2843743,3259849,2667064,4432594,3075479,4566754,4527994,3326177,4267900,4309342,2892785,3620252,4612374,2969986,3604879
2021-11-18T05:35,2891921,2784764,3316079,2989790,3375587,3388564,2938436,3782276,2600517,3651764,4557694,3167636,4478516,3124198,3259759,4220019,4166449,3529956,4036005,3143268,2935394,4871199,4330376,4091025,2557585,2308724,3842086,3566444,3691871,3182426,3513111,3658494,4356151,4814187,3330749
2021-11-18T05:40,3800682,2624913,4398335,4151996,3005280,1880627,3231605,2491591,2974018,4664127,6240793,4567978,4079601,2887667,5473090,3928411,4791292,4248378,4381534,2762535,2018846,4942346,3850655,4041807,3943814,4925497,4224602,3815466,5728608,2801885,3331681,4337102,4543324,4391157,2375269
2021-11-18T05:45,4132077,3654361,4811420,3607987,4551891,3812811,3344437,2449537,4519935,3555097,3594889,4735360,3491303,3746988,3157169,4362921,4093758,4339021,3585100,3146812,1528316,3202745,3987331,3664443,3894471,3016703,3967522,4132481,4398031,2041086,2132683,3665540,4923673,2807558,2777423
2021-11-18T05:50,4091715,3751247,3908120,4203731,4180867,4695411,2780851,3795584,1987251,4293751,3215800,4441140,3557431,3458272,6318341,5328393,4158579,5412958,3753808,4437269,4366566,3671988,2787134,3708042,3118512,4290459,5111522,3943769,2708673,2674011,3660546,4720054,4355038,2893132,2856589
2021-11-18T05:55,4423480,3175277,4312495,3802185,3537014,3970110,5194666,3648982,3223269,3682117,3557132,3747117,3349016,2979140,4617195,4981996,4268945,3174574,3248177,3714201,2501359,3569142,1978016,3233079,4012585,2809404,4778188,5722376,3253486,3308430,3790055,3113632,4334330,4344529,4305318
2021-11-18T06:00,3671200,1994935,4866381,3359116,4968914,3332294,4132580,4428681,3020622,2733969,4780291,3168710,4559717,3840997,3871587,3610375,3746360,3804558,2955121,4135182,2612922,2137559,3342249,2999353,3380631,4232444,3520653,2836634,3141446,3459518,2871369,3527194,4141668,2770428,2880622
2021-11-18T06:05,2703127,3930093,4382376,4480524,3706546,2754104,2835028,3345313,3936334,3684005,2693913,3393292,3269209,3748864,5348048,4748756,5786248,4232936,4052232,3630040,2450707,3321828,2083357,3533769,3841441,4447698,5460505,3226254,3863807,3521208,5034811,4131275,3377515,2868571,3184516
2021-11-18T06:10,3158125,2018857,4859965,3940696,4027701,4553898,2344943,3475634,2821113,4433364,4598469,4427060,3732096,4005501,3943731,3830171,2837219,3984354,3806149,4358515,2589920,4277217,3687031,4398371,2846937,3489374,3894662,3342473,4006610,1276049,2756558,2939181,3357540,4907909,3213508
2021-11-18T06:15,3633673,3083912,4060691,3918563,4435160,3451491,4153158,3218892,3590190,3967711,4222811,6205896,3296356,3670436,4015386,3529099,6022137,4483488,3202770,4328444,1918047,3262140,2999794,3541657,2892860,4990729,4782714,2981801,3799822,4248441,4274243,5057576,4578964,3407704,3183494
2021-11-18T06:20,3249144,1343615,5183874,3298220,3431727,4520935,1858431,5177707,3408724,3943670,3851469,4061450,3755082,2876137,3703847,3540355,4002482,3917429,4696898,5273037,3215966,2859579,5278665,3112485,3228743,3407551,4497014,4141624,5050979,3639187,4549889,3502443,4248701,2850721,3391732
2021-11-18T06:25,4544016,3634284,4009436,3187655,3554132,4910381,2674620,3262520,2248150,4004857,3015111,3502925,2841122,4400240,3063999,4946988,4706866,4229948,3108161,3204962,3368510,4515615,4714667,2892682,2799829,5921946,5281796,3679388,3650353,3593154,3913937,3158480,4427878,3547013,2588070
2021-11-18T06:30,5142591,3994669,4708744,3546905,2773252,4137075,2170728,4580250,3295927,4379756,3272925,4541288,3277637,3886444,4075699,2949065,4377059,3154735,2328925,4089478,1876724,4858171,3694697,4439216,2601735,4352442,4634527,3782754,2974839,3122763,3237208,3042840,4183472,4765375,2674520
2021-11-18T06:35,2704981,4184174,4791112,2471087,3040308,3272903,2343818,4160644,3633786,4648040,3326125,4935848,3603109,3405329,3898493,3135700,3379494,3475685,2735678,2782626,2836321,4104836,3146710,4337027,2336779,3118582,4066033,3636684,4230429,2640850,4305669,3633791,4113437,4173678,2803799
2021-11-18T06:40,3834830,3836002,3150826,2497567,3676507,3488343,2791932,3676807,3826410,3894566,4540115,5961701,4586931,2646270,4144068,3473297,4241360,3012246,3505767,1806294,2016862,3326405,2287317,4704013,3361507,4309466,5027311,4553114,4882108,2872744,3839059,4710772,4356592,2957421,2667138
2021-11-18T06:45,3051964,2065998,4258976,3315830,2126676,3214564,3262900,4362987,3482922,2778090,2945271,2662811,5385373,2347096,3472064,3571716,4485078,3357934,2455746,3143079,2150391,4244705,4309274,3953541,4969053,3579558,5262973,2856499,4032496,3521960,5549737,3958563,5978253,3930696,3733275
2021-11-18T06:50,4037284,3243525,3671094,3586631,3129285,2328741,3822339,3458633,2924365,4034999,4436663,3643411,3574103,2751978,4671871,4270532,6135011,3583582,3586636,5033072,2408728,4001066,4652902,3415559,3711075,3028921,3991825,3230534,3665090,2881523,4690613,4616840,6301580,3693206,3477675
2021-11-18T06:55,4433909,2839804,3796557,4281833,3316386,2762161,1844495,4008187,3186335,3995080,4863315,4983208,3909524,3511197,4262537,2960418,3874180,3052176,2970283,2641379,2841853,3265102,3038450,3957410,2981240,4282748,3077086,3694308,4835310,3201683,3938080,3044428,3714207,4754099,3823306
2021-11-18T07:00,3677093,4084937,3062506,3338020,3490869,3580641,2627776,2869214,3408265,4582358,4079262,4202659,4414907,3442590,3800736,2858394,2822942,3964410,3812831,3541821,3233738,3740721,3981933,3729023,4721011,3833383,4983979,2661292,3763090,2363943,3907328,3977160,4465082,4266777,3706234
2021-11-18T07:05,4673303,4398792,2260700,3892732,2601588,4319389,4058725,3701480,4023207,4168432,3577858,3795668,3383816,2277143,4652822,3642393,3886478,4473945,3522626,3097622,2684846,3545111,2904763,3260275,4139149,4694289,3378562,5030186,3615519,3047205,5052903,3196053,4719896,4119455,2892009
2021-11-18T07:10,3211493,4551111,4065277,3098951,3609426,3440446,2163780,2554784,4286244,4854741,4393860,4919470,4463862,2720445,4183313,3819679,3464588,2521623,2923000,3993585,2386706,4189406,2399509,3042383,3213423,4452468,4678969,4891295,3907814,3563649,3082253,4639781,5779467,3956455,4042507
2021-11-18T07:15,3638559,2960096,2072602,4379190,3854575,3976327,1266848,2562888,2966500,5371355,3292554,5294949,5574877,3390935,5288152,4968374,3643731,3773385,4503191,3571617,3140452,3166307,3978708,2888359,4411291,3321566,4968658,4693904,3833096,2726980,4448471,4032148,5406963,2839860,3142129
2021-11-18T07:20,3048151,3888296,3840428,2548291,3846572,2614214,3543265,2994391,3026401,4789503,4562641,4210598,4846160,4253715,4273201,4351512,3429438,2830369,2932947,2308134,1646424,3441272,3072905,3252308,3297117,3267016,3795318,5111701,2559133,3229129,2403528,3023586,3833282,5317751,4276090
2021-11-18T07:25,2478265,3014868,5698586,4637401,3226518,4856878,4902711,3024821,5856568,4876778,4088792,3842311,4056796,3345241,3491865,4365100,5644404,3573219,3172848,5335662,3665886,3766090,2949377,3422238,3271105,4371450,4120040,2817945,3729142,3751559,5018602,3718778,2476360,3459991,3441483
2021-11-18T07:30,3829855,5033602,5280545,4168829,4229827,3023689,2824246,3976259,2089244,4014512,2744700,4756125,3204256,3055547,5300768,3933394,4471631,4682845,4462316,4343456,3373474,4172866,3624850,3776183,3238569,3725796,2654029,4677728,4617076,1920090,3485385,3725426,3478661,3311740,3322389
2021-11-18T07:35,3396189,4320888,3800073,2940552,3307819,2950433,4333177,3339451,3925965,3393774,4138300,2622914,3512676,2945001,3304837,4368442,4317294,2381076,4131137,4835094,3952721,3898386,2946122,3913933,3211646,4110772,5398048,3491079,3085466,2450304,2818317,4243908,3771985,4985702,4653943
2021-11-18T07:40,2846246,3946563,3188019,3464129,4112087,2604824,2775807,3297849,3131827,4502381,5425460,3510896,3999852,4095760,3736052,4363097,3351706,2456398,2980303,3425522,3354506,4045484,2381159,4348858,4174580,3533810,4791360,3497646,3808040,3195673,4432152,6385917,3942354,3217249,3162727
2021-11-18T07:45,4433447,3971735,5341647,3644482,4342634,3373562,2438277,5239868,3734233,3460085,4434744,4371992,3818356,4314049,4101475,3301207,5069666,3880134,2366665,3594204,3032949,4212782,1692639,3980667,4509905,3999184,5581671,3430031,4444413,3060832,3886836,3306547,5049492,2913668,2957952
2021-11-18T07:50,5992470,4619538,5447834,3688706,2457286,3407514,3063908,4697095,3051437,4154310,4842822,3431048,3267185,3454308,3904083,4616825,3522537,3934802,3533493,3626329,2610097,3331522,3507337,4150370,4659404,4385882,4693781,3683202,4569532,2912958,3504047,4782098,4973593,4097483,2902852
2021-11-18T07:55,3194759,3077516,3844093,1992218,3428565,3306965,2256962,4074952,3197660,4880123,5095745,4591012,4457960,3546787,3936136,3102978,4328164,3895347,3764907,3677427,1634865,3820129,4329624,4125322,4976444,4896553,5452873,3399999,5700005,2883142,3026135,4858256,3302316,3064587,2804177
2021-11-18T08:00,2293193,3492307,2432323,3850915,2434865,4546699,3817232,4887135,3592875,3308409,3101041,3059954,2767965,3367212,4486225,4242894,4206731,3274438,4187480,2850092,3891050,4318400,3163692,4119651,3274793,4983059,4580168,3400517,4009334,1547372,4322433,4186859,3602753,4663512,2819661
2021-11-18T08:05,2688949,3005614,4653833,3506300,5430042,3058537,2638285,5115948,4270000,3222812,4830586,5030286,4479890,4446656,3275933,4777953,4665098,3440398,4148928,4192658,2662953,3605539,3232993,3519743,2277770,3735010,4616885,4753667,2921406,3631974,3135108,3847569,3235925,5209639,2158847
2021-11-18T08:10,4502219,3805014,3561129,3077118,4165050,4699672,3555840,3594110,3161818,4956333,3486406,4233007,4128914,3529905,4824336,3686130,3980954,3990955,2816046,3419844,1823992,4379939,3756961,2809885,4022073,4232979,4348444,1504436,3065900,2675116,4540219,5015660,4557670,4257774,2752661
2021-11-18T08:15,3527899,4028012,3876858,2866784,3039639,2547418,4177536,3236725,3918607,4260364,3499702,4919139,3464174,4532477,3754048,3942336,4928535,3830724,2772418,3117804,4456015,5104798,3753110,2830992,3043995,4183908,5342866,4002384,4314590,3583671,4217998,4500478,4430022,3731625,3665659
2021-11-18T08:20,4012482,3265112,3603525,3926458,4168288,3843064,2773656,4771393,3718687,3489590,4839208,4479472,4297405,2463130,4000201,4255552,3968994,3111101,3761319,2919404,2804361,4546193,3940493,5554825,3494569,1489400,3969329,1939095,5220801,2515989,5146704,3706961,6008469,3427153,4224366
2021-11-18T08:25,4293092,3557122,4043643,3073530,5250287,3713598,2559567,3919189,2418063,4302233,4235784,3836637,3177861,3206498,3831830,4283187,2353151,3739615,3791652,3189818,2967814,4808200,4605999,3321463,3512252,2573648,4613760,2959014,3511097,3251367,4936451,3769777,4111625,3513863,2662294
2021-11-18T08:30,4541953,3690596,3721065,3266147,4255487,5057710,2626309,3008517,4338666,4323488,3944792,3516167,3134746,3933718,4791987,4916399,4110211,3229191,2662159,2767779,3711239,2950061,1955777,3256457,4476969,4998654,4841620,4430977,4509181,3343965,3226734,4012983,3847249,3951426,3304898
2021-11-18T08:35,2556706,1996598,3699151,3987438,3549499,4179877,1809362,4399413,3515509,3638465,4608577,4677240,3489159,4010417,2568269,4158793,4991478,3141703,2784298,3592154,3937995,4136019,3677241,3468069,3073479,2886180,4084702,4539096,4469634,2645463,4438862,3958768,5722174,4635185,3177320
2021-11-18T08:40,3442429,4136075,5512643,4502712,3633903,3001531,2728514,3684954,3104776,4734680,4273690,2404495,4130851,2923741,3020036,4185678,3962041,4692837,2060705,2668497,3870990,3722109,4768163,5224289,4771876,4834386,4234339,3574960,3679958,3054995,3510475,4387779,4124020,2775166,3441405
2021-11-18T08:45,4401615,2852445,2659413,2870604,3884124,3071623,4479851,3384370,3344326,4625771,4885175,4889282,3011764,3523295,3817550,4110766,4734633,4241371,3651899,2617691,2443071,4185048,2761571,3662322,5292989,3331643,4722726,3222665,2977777,1421942,3538493,4648674,4329562,3804840,3232415
2021-11-18T08:50,4286090,3483083,5068600,3070098,3946489,2726813,2488699,4439841,3385116,4598972,2472761,2605744,2818549,2762570,5085667,4669556,5178362,5883505,2703007,2944452,3083834,3355186,2882109,4615354,3073681,4822105,4047690,5266046,3575193,2517517,4445397,3487847,6218008,2799167,4848276
2021-11-18T08:55,4449976,3962254,4326817,4389439,2553207,4001516,3970873,3603965,4972059,4127416,5205943,4003995,3996991,3850374,3063779,2454854,4272298,3113031,3372943,5299282,3726816,3839629,3934263,3457781,3249944,3168439,4704366,3882738,4321715,3631028,3271979,2512542,4875834,4315519,2867967
2021-11-18T09:00,3397039,3374596,5687143,3887789,3247125,3066611,3114819,3684688,3732008,4527299,3134648,4941644,4110095,3460301,3817903,3756919,4069738,3563322,2435943,3152876,1644980,3387571,3246834,2789671,4187067,4720391,4118820,3120954,4428542,4179989,4999132,3418415,4269634,4440104,3569466
2021-11-18T09:05,3993607,2727822,3474910,2049774,2829183,3291377,2331612,3692702,3220353,2662323,6498172,3197225,4991049,4533753,3757183,4783323,3678963,4536109,3196359,3639933,3023996,4018124,2184622,2754741,2720898,3036219,5553635,3839752,4644196,2934481,3624851,5609190,3915454,1722552,2966479
2021-11-18T09:10,3280761,2595204,4468920,4326452,2973078,2536744,3275171,3541105,4048753,3894706,4042008,3953587,3393942,4057902,4309298,3581266,2960767,4102171,3756602,3217055,3891078,3778499,5423500,3598198,3336608,4487052,4934845,3277048,3993064,3897597,3006662,4844328,3872327,4860231,3742433
2021-11-18T09:15,4622722,3183913,3238708,2612202,4930338,2884123,2590554,4334697,3030934,4896039,4117204,3380925,4349186,2814165,3587771,3310900,5190737,3764078,2373213,3380733,3945621,4015074,3698615,4688646,4828879,3484433,3958400,3418624,4028174,2527583,3637089,2812749,4415693,3781313,3596431
2021-11-18T09:20,2705430,2869530,4410085,4232036,3582726,3561787,2592721,4262942,3487585,3362458,4923601,3784320,4715225,3847268,3852244,3928943,5673419,3514441,3798975,3965547,3513774,3342475,3479529,2898677,4929301,4451417,4163793,3190299,4523437,2991222,3551502,3237029,4849637,5364043,3532621
2021-11-18T09:25,3265858,3400930,3837794,5166388,4168848,3159506,2404924,3608550,2494090,3848165,3404064,4050119,3385209,2584681,3647583,4786480,4148946,3935551,2732321,3027471,2514956,5260720,2498377,4149632,2897446,4113671,3472137,3529794,4304597,4224148,3636445,3582500,4655489,3581389,2944710
2021-11-18T09:30,3547403,3410379,3557522,3141211,3772252,3563235,3242643,3816189,3271177,2795511,4805964,5572728,4365129,4098963,3981921,3814908,3253320,3746932,1797659,3578844,2326303,3998826,2435258,4770516,4788440,4636994,4831571,3647232,3720579,3628900,4373056,4557240,4057410,3572489,3299938
2021-11-18T09:35,3789055,3397930,4351143,2382689,4582359,3658916,3514133,4201569,3483260,3772155,3225740,5243910,2973971,3469364,3382440,6253784,2976978,2577659,3424185,3005103,2930738,4363011,3328423,3238985,4886538,4324237,2936848,2809384,3191989,3287720,3278189,4561693,4529161,4685615,3520795
2021-11-18T09:40,5337807,3329626,2672132,4434233,2794701,3344099,3408490,3774995,3229459,4543476,4408039,5296059,2891329,2892948,4842884,3283867,4243709,3895038,2506664,4225323,3251546,4687454,3310215,4349478,2886482,3558412,5736748,3478872,4592522,3269974,4329979,2406853,4179255,3797383,3698397
2021-11-18T09:45,4029512,2700726,2683952,4020879,3911147,3671511,3166743,3951955,4603338,5904904,4692483,5822018,3769245,4263637,3577169,3700303,4313647,3154796,3276794,3002312,1779570,3462005,3822975,4626275,4691706,2788584,3658019,3477582,3227769,2293509,4902641,4066548,5152613,4018710,4250566
2021-11-18T09:50,3293298,3481203,3436949,3616164,4441980,3504961,2754308,4759324,3416697,5229641,4008670,1895712,3502860,3824852,5354773,3934920,4868394,4059606,3032861,4639126,3036340,3568403,2055887,3439132,2658298,3537827,4319932,3446278,3612379,2221646,4260222,3814570,4148224,3957391,2346770
2021-11-18T09:55,3970794,4801461,4529201,3312329,4831896,4180324,2227826,3224689,3168108,4749171,3759426,4413254,3898491,2879582,4452895,4358024,3907164,3129511,3210590,3308498,3389023,5006184,2764895,4378098,3281134,4846827,3705681,3215955,3891846,3578022,4062269,2065950,5130831,4160212,4067071
2021-11-18T10:00,2180379,3065463,4255195,4294654,3366211,3422344,2774160,3489079,3347851,6179373,5005705,5217809,4413463,2728633,4312478,4071745,4121611,2915978,2466406,3451792,3099979,5298405,2432908,5283389,4793525,3209661,5079966,2948814,3830728,3261003,4533530,3053745,3331388,3813471,3538054
2021-11-18T10:05,3408453,3373898,2268585,2033822,4321698,2314773,2318937,3097093,2544138,5318266,4896563,3061071,3751451,4002676,2379759,4355428,5969889,2819788,3800386,2581346,1927530,4365947,2159149,3604972,2935893,4477239,4940634,2444136,5289084,4028820,3576049,3661942,3678318,3752469,3016979
2021-11-18T10:10,3282320,2582269,4090699,3325041,2267629,3616430,4277142,3920118,2942337,4643485,3939582,3574555,5194244,3611831,2733602,4108278,3880304,3436748,3839448,4221894,3140873,4375485,2800485,3352696,3044110,2239360,3780509,3930298,4198249,2424985,4085677,4357983,3574972,3211885,2815884
