mtime,AU,BD,BN,BQ,CP,CZ,DP,DZ,EM,EO,EP,ES,FM,FN,FZ,GM,GN,GO,GR,HI,HY,IZ,LU,N,NO,NZ,QT,QY,R,RU,RY,SY,UW,X,XY
2021-11-15T09:00,3732551,3054971,2307035,2947655,5753067,1646058,3569294,2930409,3680842,2996341,3292681,3424838,3453736,3494047,3263471,4254533,2532313,5675339,4533262,3118963,4230301,2639726,3733151,4981485,3616809,4222868,2381097,2817263,2940931,4247112,4527889,2816910,3001723,3966993,4091995
2021-11-15T09:05,1894425,3470535,4530397,3636273,4526239,4145998,2914190,3392708,2779846,2497063,3294247,4542068,3061556,3225147,4037955,4818043,2998583,3969292,4565888,2823001,3578209,3533782,3769961,4699838,4304422,3864694,4357585,3902923,4226759,3522711,4315209,4736838,3474235,3500370,3338581
2021-11-15T09:10,3936130,5142362,2770622,3250502,3349948,4127536,4402569,2797544,3129083,4739325,3875325,4946164,4136972,3446181,4913679,4154397,3534409,5092843,3994617,4307990,3334215,4563993,3234595,4693494,3200614,2750477,2513326,4017856,3205389,5624086,4127367,4507109,3217201,4185697,3284214
2021-11-15T09:15,3275640,3404082,3604749,4088672,3877330,3271407,3347483,3844092,4298179,3564021,3493714,3433728,3508403,2353149,4212511,4068817,3725414,3406640,3212528,3112101,3293571,4956043,2653187,3134230,3122373,2464629,4136404,3631360,3871123,3630285,5800744,3501409,3040418,4165142,3356010
2021-11-15T09:20,3633610,4435777,3394477,3062091,4804195,4131244,3597348,2785608,4690385,4453155,3156200,3591047,3883531,2958316,3960118,2545783,3988812,3767897,3779370,2640788,3369176,2958065,2991507,4518216,3773529,4265931,4603745,2734152,3721936,4281882,3903617,2954429,2811820,3919038,4174915
2021-11-15T09:25,3425493,4956693,3562893,3580127,3914161,3378386,5203440,3635114,4362632,2129363,3496588,4341532,3744838,3035996,3935513,4943086,3775566,3002520,4141137,3142799,3496115,3059969,1960041,5524042,3065714,3858697,4649365,4660576,3357720,3945868,3764544,4739715,3773977,4994179,3518337
2021-11-15T09:30,4729129,2835313,2568696,3215395,3059016,2270055,3238492,2337969,2958078,3875981,2781355,4653293,1777931,2914763,3183164,3702878,4870105,4300931,4276069,3961682,3132519,4265799,4417634,4179079,2628274,3228517,3353424,3593828,3545790,3616416,4299627,2590099,3769139,4144046,3758597
2021-11-15T09:35,5230937,5276385,3466274,3166801,4249979,2382905,4496188,2770512,3182845,3547965,3400810,3113601,3980118,4792287,2924761,3512344,2607504,3767601,4549269,2571866,3391827,4863306,3795722,4972255,2871714,3609301,3321991,2272656,4600244,3634109,4491946,3762057,4615737,2465212,2493393
2021-11-15T09:40,4089017,3656351,3674876,3343106,3005173,3277146,3753288,3726313,2975788,4180448,2637505,3348530,2844691,3479129,3707010,2589769,5002542,3349886,3772802,2452146,3699513,4629005,3488339,3870258,2354279,3207613,4362817,3865722,3280742,3782305,4238727,3732579,3210812,3110896,3070970
2021-11-15T09:45,3637279,4651775,3599826,4031393,2918278,3836757,2275742,4288327,2917851,5626560,3346713,3287038,4001456,5845724,3041624,4202464,4866196,3434150,5166835,3141191,4171336,4261505,2797619,3502602,3770654,4144622,3873642,4544827,2172003,3305061,2803137,4275553,3596763,2499127,3276348
2021-11-15T09:50,4065258,5982102,3096679,2381528,4109307,2920812,4434330,2411282,2768283,3834105,3649351,3751086,5717842,4737431,3462563,3593225,2530656,5012460,3227341,2241330,3434372,3540703,3767333,4338968,2212804,3651596,4151904,4877627,3321499,3844823,3935268,4547857,2104374,4372817,3182914
2021-11-15T09:55,4953932,3306480,3368406,3300341,2802696,2731759,4163497,3079617,3279500,3464529,2976119,3738004,3671206,3371010,3254223,5239328,2961209,5177121,4044278,3343175,5062510,3203174,3316431,4117308,3836354,4345107,3466613,4404736,4838928,2885719,3641839,4179800,2421243,3420367,3501007
2021-11-15T10:00,3806879,5214378,3549003,2024215,3599609,3384676,5113305,4564104,3090271,5214376,2824105,3952605,2263179,3658609,3761090,5146342,3976433,3078582,4355360,2954981,2861545,3699116,4383743,3534423,4428989,3138130,3259434,3126629,3846700,4081654,3862477,4726162,3989389,2314611,3613059
2021-11-15T10:05,3897999,4760736,3971412,3362039,3575749,4025921,3529777,3161712,3171524,3553261,4525873,2726285,3403685,3480407,3334621,3865566,4813999,5457555,3028898,2578325,4179877,3619068,3828669,3368928,2846962,3089597,3382860,3732442,3830163,4628246,3343314,3815300,3373411,3234539,5195900
2021-11-15T10:10,3708897,5017693,3180268,3355255,4260646,4173295,4790154,2246465,2637058,3693667,3577347,3212558,2800881,2476899,3081009,2810912,2984313,5244244,3490311,3291855,4038854,3008934,2715775,4410212,3268088,3892408,2668774,3994251,3468590,3267427,3811733,4283945,2915744,2875346,3361652
2021-11-15T10:15,3085002,2371200,3998185,3865471,3660556,3603603,3015745,3659681,2856364,4434483,2664126,4654647,2875982,4100067,3635586,3679185,4151896,3777017,4201615,2749468,3319799,3061847,2505504,4356258,2886733,2589583,2652793,2961933,3883536,3865806,3484517,3456784,2972008,4233094,4036808
2021-11-15T10:20,3983296,3773049,4209848,2696944,4618766,2794094,3155730,3379468,3364973,6983582,2395052,3718125,4006656,4071313,3791186,2762183,5198811,5431232,4534943,3647846,4308706,3951369,3138308,3284091,3330371,3717010,4412798,3341868,5174011,4862319,5120459,3819981,2754089,3358301,3726953
2021-11-15T10:25,3453176,2836181,3575472,3096538,3094087,3583433,3324408,2741309,3110565,4085854,3261364,4101256,4146235,2649924,3112581,3941085,4012103,3906827,3934843,4247926,4192339,3930271,3492344,3141941,2426091,3787120,3922581,3628935,3385309,4417779,3523418,4317064,3670899,4485822,3270780
2021-11-15T10:30,3854003,4379185,3763311,3492794,4470850,3953235,3103295,3419265,2994178,4015069,2698003,3543135,3205028,2238949,2910433,5288364,3699718,3531088,3104556,4592399,3732557,4515428,2959346,3510554,2941815,3201893,3281719,2639759,4062681,3491074,2967319,3978491,2595968,4980254,4239319
2021-11-15T10:35,2989309,3565336,2990834,3133899,3616908,3130884,4407840,4517047,3141571,4306307,2832087,2889071,3551863,2730305,1982122,3629377,3262467,2113281,3248556,4008502,3784269,3496032,3106806,3773539,3196037,4353930,4158214,2967092,3518452,3719139,5026439,3015960,3392058,4942884,4967433
2021-11-15T10:40,3116363,3932962,4610313,2746831,3920904,2295017,2739899,2896827,3198932,3852536,2556875,3743683,4162445,3884316,2643156,4391368,3134825,3083262,4344889,4012873,4426315,3721763,3895648,3666494,3034335,4201229,2742901,4684994,4494354,4958291,3486925,4093990,3545145,3990412,2860193
2021-11-15T10:45,3221948,3983230,2428601,2057856,3918629,3421217,3330571,3651712,3651559,3046043,4095762,3476759,4034366,2771028,3217000,4742413,3273341,3297759,4498029,4402375,3338416,3124449,3760863,4176607,3659727,3996147,2801578,4210508,3378994,3687177,4172609,4516290,2305071,3425986,3901487
2021-11-15T10:50,3705910,3740846,3397648,3387310,3973936,2205027,3858720,2650248,3529694,4046990,3784667,4193316,4569785,3781008,2946654,3113449,3443541,3195506,3496569,2377636,5197291,4370150,4065374,4354552,3647041,4129942,4039989,4225728,5543047,3102052,3944601,3042361,3574190,2635337,2322286
2021-11-15T10:55,4899852,4283834,3961916,3360944,4138845,3755029,2313606,1947275,3421747,2877346,3230437,3824078,3218244,2845779,3339070,3261981,3657654,3652509,3664695,3392313,2878002,2948328,4232050,4519000,2928778,5492900,3108155,3451635,3946390,4473627,3389070,3459231,2883466,4934421,3549469
2021-11-15T11:00,2886682,4827950,3136546,2221210,4461834,4126129,3884590,3123634,3552241,4592324,4051064,2215951,2236815,3515141,1838444,3575612,3241902,3726891,4360183,3301520,4498051,5070669,3128651,4708396,3615080,3076946,2948418,2907075,2745720,3511794,4253145,3833865,3015862,3924568,4124906
2021-11-15T11:05,4451851,4364566,3914624,2821983,4658415,3862101,3777569,3038715,3030981,3586544,3269185,3925622,4287037,3641500,3100300,3765525,4395454,3109518,3703560,3682219,4422746,4512491,2662481,2914660,3374575,4791279,3429463,4508811,3983263,4453398,3495716,3442150,2261576,4265244,2338507
2021-11-15T11:10,4229653,3977747,1823681,3181481,4359676,2744803,2123202,2972240,3866838,5081545,4072361,3923833,3415687,3889245,3010511,4638940,4630929,4424772,3885241,3783095,3524688,4498968,4140126,3431350,2532659,4057403,3825602,4910988,2233590,4033504,3839770,3734946,3259995,4934380,3967128
2021-11-15T11:15,3605824,4449832,2904432,3210623,3559066,2292214,4582801,3250630,4774483,4984499,3889513,2723658,2310153,4967904,2780776,4389287,2632607,4372804,4012651,3010261,3476979,3637843,3791224,4256688,4345963,3499810,4339329,3598824,3538768,4209252,4858240,4472037,2537824,3553676,3437727
2021-11-15T11:20,3516485,3035820,3500969,2762106,2865794,2774516,3480319,4061743,4433269,2498727,3953756,3701273,3872023,3695168,5332844,3270377,3447894,3270407,4052420,1850617,3194183,3778763,4825965,4758853,3250102,3006775,3789202,3904587,3094735,4436377,3454779,3162201,3068684,3581731,3289667
2021-11-15T11:25,2104838,2443077,4230047,4191001,2908196,2036637,3103248,1813612,4263934,2117523,3325708,3893236,5065128,2273860,4046046,3686705,4360360,3185776,2876281,2236901,3348021,3182845,2964207,4021331,2902681,3685171,2700726,3675219,3999631,4255817,3613259,3276639,3708536,4154785,4109750
2021-11-15T11:30,2996612,3963476,3191698,1865911,4434260,3051042,3226735,2631681,4037217,4191009,2856691,3119196,3469885,5780273,3648168,4606453,3920714,2167200,4149430,2621699,2735379,3185850,2894778,2958834,4012494,2229190,3122271,4516380,4678955,3553374,4652567,4031832,3756327,3076237,3278401
2021-11-15T11:35,4149669,2957195,3405519,3646541,3556628,3848671,4762538,3323309,2327451,3407410,3219840,4011509,4929444,4335975,4579449,4817916,2448511,5334985,3683882,3427515,2741161,2639999,3291723,5289444,2536626,3691482,2708223,4811915,3538777,5252801,3819690,3901546,1988380,4402109,2894667
2021-11-15T11:40,4198409,3908990,4901615,4006906,2808358,3825465,3117750,3113339,3091792,3929300,3442299,3802627,3283082,5473463,4436151,5881648,4077973,5623645,3821073,3731064,5106796,3072798,3434565,4722315,1914287,3711946,2840585,5213404,4692407,5146998,4057123,4586901,3270318,4268669,3618565
2021-11-15T11:45,4156105,4628051,3324033,2849082,3168579,2740427,4630634,3978255,1922719,4460950,3678672,3079688,4034542,4338870,3810708,2719687,3679045,3920602,4871842,3296115,4008843,3857714,3234778,4598812,2256029,4073025,3390416,3718553,3113157,3789603,3614983,4264521,2859387,3630800,3418226
2021-11-15T11:50,3552897,2658230,3292375,4097881,3841556,3015050,3710512,3914706,3529523,3052264,3332076,3452080,3556553,2597677,4796881,4329001,4020635,4243171,2652642,4157052,4086634,3835680,2995021,4137822,3837031,3319660,4429691,3528676,3088648,4036174,4898782,3018836,3089739,4436254,3672006
2021-11-15T11:55,3472840,4503480,2803370,4222368,3503313,3419270,4251137,3214321,3591073,4614445,3996119,4738188,3407122,3499462,3172374,3611880,3511347,4225102,3830195,4355224,3805433,3907274,2795143,3703712,3413787,3801267,4446395,4142057,4178293,4779317,4560090,3587275,2247999,3292955,3006613
2021-11-15T12:00,3948486,2196608,2603923,2875018,4429883,4248805,4902909,3036120,4410163,2989667,3958137,3780155,4235720,4275400,4291457,3396757,4563301,3894651,4224341,3005347,2721263,3590492,3144490,4026713,2993014,4073970,2279748,4013433,3782048,3281414,3690376,3024590,2332069,3104106,3171767
2021-11-15T12:05,3591991,3481650,3738737,1478242,4393349,2977721,3158227,3612686,3982532,2708169,3608691,2436741,4043360,4370789,3232603,2936846,4277595,2857269,4564665,2789526,5020472,3435449,2651402,5676128,2790916,3399912,3473160,5064550,1870384,3670864,4070950,3776159,2431475,4970126,4702004
2021-11-15T12:10,4484836,4623868,3468323,3514284,3047541,3100852,3463551,4743004,4369105,4853277,2631831,4149625,4669408,3820483,1954290,5319820,3444654,3412989,4177918,3766148,3194637,3699527,3149565,5148292,3110568,4244785,4074300,2929369,3541459,3956102,3611391,4527318,2277170,4192707,4449766
2021-11-15T12:15,3531647,4079903,2776817,3388624,4204074,3609961,3109463,2965364,3835289,4335865,3912433,2811176,3926046,3846071,3621454,5148833,3683805,3201956,3179170,2330666,3512616,4345846,3882343,2856489,2588342,3205790,3463955,2778884,3388008,4141365,2602979,5375667,3573501,3548832,5112436
2021-11-15T12:20,3771794,4474778,2204519,2244300,3517387,2715593,3747156,2526557,2845431,4567269,2747061,4294156,3063919,3546098,3650273,3457885,3088359,3398028,2904682,3145531,4191234,3102073,3813264,3765531,3252622,3273469,4433664,2391532,6010366,4483541,2681797,4895056,3020735,3493444,3265955
2021-11-15T12:25,4226655,4825349,3833805,4675614,4007478,3497582,2907108,2655124,3166082,5158757,3615591,3580607,2550323,3114055,4045235,3091209,2352058,4107036,3126862,3317434,3159382,4486688,3650199,4923617,3629343,4835270,2821562,3596592,4473786,3648176,4389330,2377524,2959390,2141087,4031971
2021-11-15T12:30,2681023,4672984,2775428,2842185,3084789,3710182,4131369,3455610,3888209,4711644,2352948,3068751,3630162,3134724,4169718,3898296,3322087,5622512,3629313,3001854,3207042,5020089,3887862,3465769,3143053,4165079,4280737,3783418,4633773,4825187,5210194,3896202,3927214,2625356,4392608
2021-11-15T12:35,4732513,4969854,3446202,3630623,3425999,3382410,3640994,3069267,4472236,3572230,2739609,4059841,3341535,3486720,4270920,4098712,3098519,3514771,4958567,4012014,1678305,4151871,4341573,3704585,2653174,4031850,4484404,2300165,4029714,4005005,2574629,4001723,2695520,3346412,4270914
2021-11-15T12:40,2657481,4832133,3359496,4131680,4098101,3098364,3491556,3000471,2906198,3389746,2729898,3869907,4209856,3517500,3994381,4037412,3235479,4153959,4367941,4661668,2443292,5195583,4701087,3802355,3718206,2559455,3288717,3447394,2209792,4028539,3782773,4398143,3564708,2823378,3025036
2021-11-15T12:45,4795330,3783105,3810927,2813358,3006884,2553942,4219480,2297606,3351078,4608815,2804070,3334432,2759362,4146756,2150782,4059711,3801112,4222381,4556263,3767757,3333401,4422107,3856543,4756270,4443771,3308207,3893786,3176795,4840911,3600155,3359490,4512213,3955492,3682631,3462058
2021-11-15T12:50,4117838,4252226,2560819,3777603,3549356,3771604,4163374,2908776,4970020,4298872,3321890,4115670,2439505,3638541,3603110,3755116,4433293,2921059,4396944,2545353,3495270,4828924,2472955,4626841,2903570,3993950,3602071,2475122,3741572,4007856,5048633,3038218,3586875,3490593,2411202
2021-11-15T12:55,3873146,2579537,3396512,3026897,4341141,3435944,2897383,3404900,4444647,3995845,4329290,3229244,3087635,3404776,2259205,4036276,4303245,3149550,4645046,4408880,2939306,2824229,2350970,3941330,3296912,3925346,3666142,3806038,3596385,4735621,4953210,3274788,3435500,3134773,2888039
2021-11-15T13:00,3499749,2985273,4107254,2651137,4442471,2606613,3604729,4130666,3334496,3456644,3471576,2685397,2880958,2829024,4588064,4216652,4790385,4810814,4865797,3668934,3227238,3924133,3112701,5180085,3437347,3693025,2642553,2708113,3303076,4518498,3483955,4651685,3403361,4532014,4697510
2021-11-15T13:05,4922504,2974061,3690326,2678918,4158901,3569306,3586941,3728795,3602861,3328741,4710487,4307415,3885851,2737805,2770261,4204929,2462903,3416764,3471747,3326994,3729984,4044401,4011394,3990257,2684349,4715129,4629868,3555802,3924413,4668401,3790902,3967446,2933184,4585259,4572995
2021-11-15T13:10,2762887,3556951,4707364,4237531,5186892,2876345,4452275,2848905,3093445,4494034,2889496,4013408,2547883,3275206,3912905,4519443,2968295,3606671,5789890,3800277,3614449,4714096,3249158,3723261,3783251,5369250,4809604,3696800,3178572,4652283,3022181,4008695,3147075,3241326,4437115
2021-11-15T13:15,4508048,4562371,3492671,4392496,2705736,3622026,3704844,2889502,3889540,3294972,2439122,2250351,4476899,3884994,3160505,5235602,3826367,4262074,2826962,3460731,3150727,5015983,3312201,3758794,2874679,3103977,3492184,4298587,3699315,4349868,3453457,3614976,2813442,3305504,3857868
2021-11-15T13:20,3881333,4402235,3577647,2129832,2942894,3275943,4526311,3800475,4287825,3975881,2850840,4021267,4583924,2928877,3703798,4404152,3653784,3217647,3479707,3835087,3611491,2621260,2505590,4076407,3633394,3900218,3340404,3139369,3264363,4295398,4113499,4824708,3187331,3309762,3300210
2021-11-15T13:25,2721230,4291288,5052443,2971710,3323936,2989463,3359484,2768816,3219212,4652022,2875230,3093395,3250005,3887170,4736022,4321336,3304164,4346498,5592289,3352993,3072319,4218634,2784246,4589173,2111356,3356698,3227398,2848678,4438715,3514078,3595192,3351706,2312203,4614430,4133608
2021-11-15T13:30,5192521,4033078,3033792,3027820,3510220,3067284,4998355,3556389,2707418,3362991,2446973,2993315,4110099,4098580,4256620,3906336,3545345,3259968,3726373,3984356,2967463,2711622,2829728,4102919,3266280,4313416,2987159,3274404,4265096,4352193,4711822,3237137,3053963,3344466,4550866
2021-11-15T13:35,4109813,4872191,3678564,2905901,3201513,4043107,3308066,4661651,4297922,3130362,3179003,2846463,2878704,3854286,2687701,3964069,3834878,4194555,4397102,3503654,4254807,3711586,2761748,4539889,2944763,2593252,4216183,2268911,4601576,3254211,3115853,3492468,3194321,3434977,3195845
2021-11-15T13:40,2674284,3959806,3648911,2918378,4307693,2187529,3644877,2920076,2751783,4581886,4205359,3868134,4324708,2219923,4371122,4314466,4528123,3070891,3289458,2741812,4992792,3799009,3581831,3764000,4242303,3068972,3063695,3924887,4136212,3656116,4523845,2430540,3122749,3856645,3124477
2021-11-15T13:45,2587799,2881928,3522832,2505362,4563996,2032179,4014717,3039414,4580830,3296537,3173662,2894474,2495736,3356903,1713517,4190941,2546540,3434462,4322059,3463643,3547836,3705379,3213387,3754980,4536658,4635469,2649415,3787746,4365157,3027932,4492894,2954834,3408255,4902670,3763405
2021-11-15T13:50,3464867,3625815,2875073,2703609,3027417,4643848,2120638,2918464,3172539,4562372,3572790,2966183,3341523,4855789,3026104,4779099,4571733,3337357,4266352,1787922,3461169,4781798,3084121,5282400,2946535,4287693,3234145,2575317,3087300,3458103,4122881,5408697,3196489,3597517,3595829
2021-11-15T13:55,5035211,4432607,2951526,2072280,3409304,2951378,3826559,4670449,4054740,3426880,1825925,2901126,2682627,3295384,4066230,3797865,3212924,4262323,4555597,4220694,4005241,2780640,3483282,4450390,2829972,5152402,2820683,2194994,3190706,2895499,4465326,3609569,3447355,3712457,3160064
2021-11-15T14:00,3646568,2880908,3603491,3352276,3784617,3867133,3631221,3063539,4268415,3888498,2256652,3086525,2947576,4717669,2674196,3275400,4768644,3721938,4409394,2669569,4852763,4439510,3596602,2657973,3584303,5094403,3361688,4050431,3716152,3867505,4338136,5701005,3972164,3786833,3173481
2021-11-15T14:05,3993786,4281185,3788352,3354892,3549776,3788477,4678365,2605723,3803521,3747542,3689719,3230081,3655173,3228091,2964450,4411439,2766384,4838490,3234929,3238202,4023192,4051337,5099705,3073588,2580788,4482481,3420176,2294982,2151938,5335376,4594950,5300561,2116221,5685045,4333200
2021-11-15T14:10,4998856,5109493,3503087,2300505,2855924,2896216,3941552,3325066,4450068,3555172,2626861,2607812,3704561,2792397,3603839,4791450,4681588,3406913,3378389,3841850,3209623,3204391,2477493,4328234,4032260,2845255,4805494,3302674,4642622,3332706,3161976,2584973,2108406,5870209,3216749
2021-11-15T14:15,3674958,5742034,4593572,2930729,4486618,3273257,2719327,3146891,4955882,3844362,3233881,3815743,4989940,3502430,3832906,3684054,3652302,3408494,3191104,3859870,4194106,4314976,4624845,3641866,3338448,3360110,2894621,1484908,2903792,5210478,4415902,3362135,4027115,3194568,4415035
2021-11-15T14:20,3841754,3737832,4437835,4366268,4050084,3281674,3969840,2963253,3472650,4746923,4270775,2861104,5401991,2368855,4399903,4510739,4587905,2779927,4360050,4029640,4231896,4713070,4580229,3060151,3050302,3707931,3917855,4143065,5263715,3362913,3841558,3242016,2938900,3424029,3867837
2021-11-15T14:25,3727343,4338100,4497813,3982402,3849101,2468964,4010050,4143338,2789856,3835626,3955625,3762609,4945684,2142494,3791303,4997488,2824203,3774420,3036602,3223746,3641094,4643815,3111606,4808959,3526565,5259137,4310976,2718510,3379291,3937866,5671674,4737003,2684333,3583990,3629859
2021-11-15T14:30,3708356,3785634,3184673,3200354,3661773,3207679,2874171,2082241,3152440,4405896,2617991,2479935,3845542,2266959,3693796,4198590,3652853,2670690,3297331,3374840,2773774,3758524,3705202,3252136,3602653,4291519,2995805,3170093,3427020,4208953,2593913,2554117,2181224,3625789,2849774
2021-11-15T14:35,3518489,5098136,3131986,2502879,5180762,4108487,4028104,4180376,3345990,3024257,3815557,3758767,3155729,4473851,3495284,4023201,2949289,3507310,3921136,2880252,4303823,5545351,3255337,3606966,2198320,4256772,2670320,2348469,4132526,2896190,5030776,4406731,1444661,3753761,4193925
2021-11-15T14:40,3909334,4602035,3840429,3248899,3887067,3929179,3888147,3948470,4444115,4111385,3711857,3821575,4504178,2531405,3212190,4162467,3028071,4012702,3501098,5184779,3024914,2706141,3761503,3859040,4570813,2184379,3252959,2550933,3461347,3955207,3955439,3755764,3075189,2916519,3761133
2021-11-15T14:45,3978629,2491234,4190559,3954938,3655283,3922956,2013614,4884701,3903215,5269805,3418269,4548909,4525666,3116829,3145788,4977868,4399966,3592724,2787620,3633054,4821245,4744140,5354957,3980434,2925408,3515911,3520437,2020731,3584570,4228133,2937936,4461140,3607294,4067868,3272923
2021-11-15T14:50,3919812,4604255,4145122,2889339,3415546,3049570,3776685,3244738,4399232,3635575,4041773,2676755,4268878,3996573,2931076,5149425,2911270,3588979,4892864,2360060,4225812,4784942,3619242,4361534,2331462,4473471,3267322,4589097,2640262,2201418,4165458,2825331,2916411,2710564,1627102
2021-11-15T14:55,2921742,3008353,3803909,2576870,4018856,4339470,3220956,3164820,3159679,4155548,2057952,4117360,4635995,3711786,4118927,2802130,4890087,4030182,4887083,4283599,3760106,4043791,3038639,3809046,4477945,3587681,4521923,3156793,4148379,4173011,4029007,3509102,3010104,3458409,4380603
2021-11-15T15:00,4164684,4575515,4329933,3329161,5750770,4418090,4133227,3872731,2399259,3932826,2399161,4311639,4837669,3279147,3559412,4523734,4044581,3891862,4585857,3527958,3707154,4862962,4861269,5008435,2018122,3735570,3141526,3170503,2959720,3430556,3597238,4137986,2825586,3329547,3975399
2021-11-15T15:05,4412146,3674411,4804023,4232481,3111832,4105585,3281252,2849892,3538257,2464698,3059083,5091626,3738976,3674684,3302658,3486811,2881511,4486377,3449167,4925237,3600353,4133868,2947995,3890858,3314182,3846216,3578348,3843338,4257892,3899567,3422256,4545758,2440709,3376063,4528268
2021-11-15T15:10,3475795,3814942,3066685,3036626,4177224,3061774,4063856,4237911,3797105,4746429,3199989,3595804,4189922,3430815,5534259,3946772,3051623,4130597,4394427,3658952,3689351,3544026,2926775,3538325,3837595,3759248,3619344,3235881,3864138,2965748,3526801,3038015,2736416,3440341,3867109
2021-11-15T15:15,3569708,3541484,2722541,2263747,3772882,3978414,3917782,3132717,4473610,5270126,3017445,3340523,2933235,2634248,5022874,3619390,3773779,4262800,5646754,3951530,4798390,4321254,2942686,2874713,4103643,4493910,3079723,1766832,2353551,4295854,5168469,4928802,3479019,3861134,3687842
2021-11-15T15:20,4619091,4706780,3434171,3258280,3852323,3318880,2695975,2870022,4237007,3845082,3097220,3834210,3793728,4816910,4628273,3602388,2905892,3959338,3753467,2312445,4066124,4191074,4483518,2986117,2991720,4717355,2253289,3136699,3190612,4776789,3017444,4213731,1609386,3170007,3035553
2021-11-15T15:25,4576917,4287170,3033841,2848532,3414007,3551222,4456916,2708544,4544986,4903550,3233885,4148339,3875077,3265148,2788645,4661825,3215874,4940420,2734068,3038949,2591098,2868263,3464833,3537840,3903363,4105339,4503542,4456067,2570329,3490028,3574996,3543987,3944974,2943328,3524543
2021-11-15T15:30,3761827,3586122,4378715,2683173,4227556,2464354,3841603,3799825,4028093,4542282,3049375,2714753,3902167,3355217,4247620,3648389,2522087,3835235,3279710,3370924,4636643,4720186,2577677,4076494,3762876,3217803,4187066,3583624,4572039,4807212,4208401,3752453,3643713,3184500,3413260
2021-11-15T15:35,3416241,3703206,3279758,2190505,3208043,3467948,2992801,2326742,4173467,2933230,3328726,2977448,2751445,3516035,3357267,2572592,2807991,3131465,3733545,3824307,4285802,4248426,2550245,3963054,2971663,4416423,3279890,2485941,3388730,3982877,4171132,4912623,2300263,2826282,3819221
2021-11-15T15:40,4495812,5265522,3631344,2258602,3331862,2063762,4716426,3269142,4774444,3880487,2779584,3294575,3109938,3547188,2982686,5632994,4109733,3136683,3554000,2739456,3721182,4530486,3860588,4860754,4054500,3605391,4071167,4719257,3622139,3688577,3166234,4468939,3175073,3915422,4989274
2021-11-15T15:45,3490080,4022285,3619155,3950589,4486028,3403801,5866411,4352075,4172351,4119302,3719081,2354289,5398289,3998825,3956880,4896691,4114810,4325358,2927336,3688522,2697784,2074688,3290234,4607332,2730152,3187234,3297506,4124867,3900305,4778447,3762901,3730275,3145961,5574302,4570550
2021-11-15T15:50,3708021,5588339,3252943,2513975,3365705,3969964,3993535,3220678,3949626,4874171,2843918,3191626,3113198,3511899,3674713,3319711,2673674,4137383,3218695,2444076,4110799,4524023,4328049,3151751,3587324,4331946,1945229,4028545,2943434,3808567,3624469,2930881,3551725,3570884,3668507
2021-11-15T15:55,4407521,2734428,4018745,2325972,5526847,4169622,2883092,3292776,2838902,3924598,3335252,4101318,4881449,3872352,3684056,5023385,3800198,3833222,3459519,2444198,3844470,2827992,3700712,3596349,2770461,3341997,4866941,3221267,2561935,3060488,3512263,3937066,3284842,2670671,2875100
2021-11-15T16:00,3175879,4068468,3975632,2610513,3490605,2782172,3945081,3342549,2805469,4694654,3534086,3949477,3294770,4047828,3352407,5416297,2618480,3912462,2673642,4193159,3673138,4124958,2987712,4735205,4294537,3425446,3321767,4084555,4334272,3183940,3255647,4579318,2674627,3840004,4560112
2021-11-15T16:05,5462704,3917891,2972150,3525157,3411752,2422348,3945703,2760537,3408884,4805523,4259310,4860494,4310563,3001865,4361794,3600645,3869072,4411361,3602683,4079978,4147867,4116113,3515957,5237524,3411036,2704530,3146345,3756138,4107319,3983515,3872141,4017010,4760353,4164045,4753004
2021-11-15T16:10,3193072,4914210,4025084,3352748,2987180,4390877,4179976,3161014,3996560,4501002,3840199,3292558,4030506,2280026,4046899,5777179,4956786,3819935,4386888,3837642,3576699,3760392,4223983,3512215,3386379,2794341,3510834,3349073,4582974,4880630,3629690,3606401,4560200,4179250,2700243
2021-11-15T16:15,4461049,2970860,3368749,3158993,4415597,3054819,4412537,3210304,4059157,4612563,3322551,3276174,3783642,3128703,4855779,3569662,4155166,3966957,3106108,4459134,4104225,4262800,3556136,4793586,4093271,4011970,2198773,4238359,3663509,4026936,3660076,4528619,3049404,3756464,3557577
2021-11-15T16:20,4070784,3454170,3633524,3320113,3949451,3881143,4677048,3502927,5450452,2678606,3265302,3207136,3788216,3042288,3606287,4203526,3834127,2746126,3630978,4799974,5130843,2819214,3836173,2465544,2656852,2978474,3092417,2397168,2687344,4388830,4154342,4956487,3620221,3419960,3363366
2021-11-15T16:25,3937233,2630613,4700962,3286824,3590100,3996949,3476557,1477288,3570687,4716279,3162749,3943727,3367678,2703457,2721546,3303987,2704890,5004155,3433035,4989259,4946873,4158068,3741684,3863679,2354436,3948246,3702804,3672897,3215924,3303133,3546951,4213738,3587067,3486344,3215389
2021-11-15T16:30,4141363,4049540,3190888,3803318,4378133,2827901,3045397,3025214,2939066,2995722,3246629,4697975,4162114,4541805,3253328,3923113,3252913,3715215,3978060,2191089,2471072,3928579,3237458,3407461,3074419,3040247,3818736,4216498,4377563,5112198,4896135,4665354,3349539,4097133,2909703
