mtime,AG,AH,AK,BR,BY,DG,DK,DZ,FH,FX,G,GR,GX,HI,HP,HQ,JN,JW,LQ,LR,MR,MV,OR,OT,OW,PS,PV,QZ,S,SZ,TW,UV,UX,UY,WY
2021-11-13T13:55,4855993,3534390,3534499,4365504,3075619,3633037,3838386,4335831,5149051,3325575,3141041,3381654,3364469,5340436,4470305,3496906,4275828,3626471,3841794,2920812,3852722,3824011,3416073,3180919,5111326,3501385,4455673,2762446,2636581,4076045,2552790,3492238,3621060,4390378,5008156
2021-11-13T14:00,4237856,2455912,2555784,3406988,3304514,2535236,3755910,4042726,4615221,3524989,3798933,4916327,3601504,3660063,4084663,3482835,3010304,3270349,3961564,3274260,3512953,4924114,3041433,2915167,4164834,3554515,4634474,3206735,3244688,3913157,3434622,4063417,3806708,3372041,3535094
2021-11-13T14:05,5113650,3314032,3402286,4236781,3707362,2890875,4359997,3938291,3019809,3068023,3379760,2956143,4051184,2696582,3414673,4416857,4275564,2122403,3629325,4459013,3465372,3750051,4110226,2402811,4099971,3405067,4398107,3265037,4017696,2627036,4878210,4421429,3801664,4264410,4367252
2021-11-13T14:10,4653968,3552411,2819538,3219029,4407212,2947827,4384971,5015161,3695177,3736673,4030406,3272578,4891748,3559520,3658263,4496398,2834361,4432564,3017355,3438440,2645548,4528093,2748560,4026298,3612670,4365822,4687355,2422846,4443975,2740045,4151358,4494579,5158602,4154453,3503608
2021-11-13T14:15,4548033,4770730,3267837,3265024,2484084,3271180,5072100,3125980,3680063,3109379,4593838,3038915,4912064,3565020,4416083,5074522,4269640,4512981,3980471,3229980,4058175,3139031,3698123,2793646,4443078,3808788,5334968,3428066,3553462,2307513,4287786,3107200,3624273,3765778,5349634
2021-11-13T14:20,4545059,1562938,4665275,3929744,4131509,2359889,3843434,3728174,4171896,4033323,4044522,2345770,4898676,4241236,2552298,3216507,5462261,2795397,2747039,3313617,4045867,4110231,2977138,3655127,3947184,3417656,4374822,4325086,3635354,3503115,4266245,3860160,3898595,3219586,4195040
2021-11-13T14:25,5029894,3562238,3056202,3695796,2818503,2438019,5235558,4296552,3540216,3857157,3008631,4434566,3334631,3839964,3931570,3247926,4774608,3298668,3364429,3451398,3947784,4341864,3099247,2478237,4753143,4689346,5332404,2839504,2917833,4237597,3801802,3610027,3343502,3408358,4201223
2021-11-13T14:30,5178898,3809302,2594428,3139719,4171251,1911013,3425619,3549075,3668646,3913990,1913392,4698072,4134111,3356628,3881993,3532047,4054831,3414124,5280844,4891546,4840236,3927193,3875612,3944803,3939802,2604444,4197379,4170935,4227811,3449789,3409837,3943079,4520262,3197795,2730745
2021-11-13T14:35,4451069,2593896,3404975,5754734,3339175,3082102,3587732,5358406,6101978,3202198,5008433,4348038,4147194,3779440,3812041,2453739,3753485,4104111,3621932,4216957,2934493,4273475,3874168,3980900,4215903,3296769,2782185,3475559,4369762,3071729,3908993,2324048,3350783,4615871,3892235
2021-11-13T14:40,4613940,2618216,3370581,4220212,3786890,4899064,3273504,4896837,3738196,2058710,4295194,3503959,3312177,3430140,3022536,3677520,4473219,3566286,4447004,2475756,3425931,3515496,1981181,2802986,2485567,3080212,4996892,2739132,3737246,1801213,5007709,3245712,3036766,4179037,3270126
2021-11-13T14:45,4115982,2690171,3962512,3136265,2884570,2420872,4263900,2682860,3916129,3868220,4545754,2712362,3497495,3171039,3024581,2931333,4513537,2301696,4292833,3835272,2558537,3656214,4185602,3452057,3143647,3745552,5213865,3507832,5081046,2388295,4694537,4646386,4590124,4611569,3905794
2021-11-13T14:50,4639205,3736113,3567489,4466752,3579765,2635282,3971897,4086463,3683604,3706026,3709054,2655592,4432804,3276874,3723610,3437259,3588796,3833434,4408368,3923355,3214010,5132247,2558628,3109267,3962426,3262293,4681239,2801698,4139801,2714484,4141927,3672366,3733397,4022380,4730292
2021-11-13T14:55,5895147,3110832,3888577,5174991,4932223,3016223,3238730,4366912,3790429,3694992,4593158,3669902,3290966,2590827,4137055,3486969,3584991,4815655,3785772,5189857,2111872,2975268,3090863,1707612,5761923,3031066,4901211,3562926,5531699,2302152,4566767,4607577,3645792,3862654,3970611
2021-11-13T15:00,4468242,3239934,3566255,4026590,3732603,3086033,3609699,4403729,4756981,3252346,4565614,2723966,4389693,5730642,3468435,4330099,3293951,3596385,4027590,3801335,3395381,3633472,3452547,3570887,4392225,4079663,4796533,2554622,4728123,2754066,3653305,4436453,3940445,4461256,2897923
2021-11-13T15:05,3985607,4023346,3421674,3766460,4599128,3404043,4602780,3187467,3914419,2550972,3291249,3901488,5344704,3101910,4316596,3450654,3916028,3966394,3737066,3959225,3482193,3585669,3955408,3146085,6051093,3325178,5694392,3135881,4640705,2502530,2354942,4574298,4344996,3544072,3148743
2021-11-13T15:10,4137788,2724042,3678199,4439845,2609572,2780942,4169851,4280498,4770168,3375030,3403940,2971102,6381365,3357271,3424613,5052169,3245783,3220327,4495318,4072438,3744939,3814918,4671615,3338155,4218180,2808365,3894140,3596947,3452749,3394007,3193293,3358463,2973598,4600993,2843985
2021-11-13T15:15,3732149,3681388,3849412,3482505,3302376,2782752,4866876,5168408,3785491,3932588,3479262,2424741,4409192,3104488,4717122,5379280,3291146,1945056,4568516,5057840,4863843,3765629,5070040,3620741,3114999,3618571,3734222,2232099,4180266,4772472,3373744,4096365,3829892,3064243,3761929
2021-11-13T15:20,3859446,1995549,2801371,4654560,2794653,2709620,6017409,3545714,4258293,2663111,3659622,3377671,5240910,2692852,3842224,3735421,3792561,3957694,4244315,3431559,4168902,3778154,4104141,3034615,4673967,3968846,4408553,4287484,4180318,2048403,3653005,4106854,4289150,5473460,4041510
2021-11-13T15:25,3296379,1788287,4765957,3803081,3041325,3592312,4576496,5819122,3410198,3545961,4730204,4251482,4893171,2217960,3450222,4108616,3271327,3287158,3756960,3945556,3899715,3659244,4649771,2735302,5044645,4368545,4076683,2777271,4842734,2330847,3852384,3077956,3462571,3563437,4247724
2021-11-13T15:30,4743481,3078634,2711613,3319644,3500191,2881550,4479661,4478567,2315852,3692721,3450321,3716370,3778892,3372472,2763276,3966622,3433187,4734945,3833352,3120836,3424777,4496027,2521957,2120162,3892407,3502094,5156995,2735697,1956162,2594258,3827362,4015223,3477125,3818269,4817824
2021-11-13T15:35,4067144,3216644,3935468,3356872,3331223,2539052,4895849,4056363,4120005,4018739,3559540,3027888,2999320,4232436,3323423,3766476,2953832,3440473,2001393,3771382,3497654,2959345,2986505,3098143,4348336,3190127,4509349,3839342,4427669,4963007,3975080,2882976,3281515,3773465,4199365
2021-11-13T15:40,3641207,2789183,2774307,3381706,4452790,3332709,4006149,5128470,3653814,3935574,4164712,3056695,3276967,4143732,2684882,4471224,5911103,2968101,4973884,3092894,3826833,5733685,2660620,3746758,4007913,4052933,4464764,4286439,3254979,4510397,3377218,2286397,3195922,3353182,3188531
2021-11-13T15:45,3615710,2548132,4094856,4408372,3548524,3210105,3774057,3675371,3776512,3629971,3931932,3695689,5266701,3572304,4375527,4353443,3852251,3378303,4177540,3526976,3466882,5780073,3444535,2202318,4683501,2575885,3733145,3329723,3203650,3234622,5524185,2695305,3924122,3856137,2445997
2021-11-13T15:50,3835109,2339059,4606803,3639046,5164719,3730411,2686868,4556927,2917809,2846761,2401605,3208911,4035143,4291722,5056900,3425289,1810338,3548073,3670517,4059963,2799064,3638127,3103751,3279983,3922246,4347279,4653894,3801625,2765896,4109276,2919321,3646337,5358434,2898443,4639230
2021-11-13T15:55,4173730,4089337,4359455,4709686,3274407,2197311,5303147,3569262,3756722,2903034,3553319,3348720,2835535,2824076,2914540,3892375,2318091,3085663,3388405,2249091,3409327,4048125,2339312,3900424,2350029,4129899,4496091,3091171,5865250,2438828,3967318,2799042,2295399,4697976,4167487
2021-11-13T16:00,4364534,3355550,3017658,4939120,3470380,3457563,4099710,4451980,4707090,3171349,4403107,3036098,3404223,3964367,4342224,4173095,4292013,3871957,4130051,3773562,2986611,3867878,3498689,2814863,3932880,3037118,4099924,3461147,3376377,3998154,3494082,4545824,4073292,4581802,4295911
2021-11-13T16:05,4399064,3283391,3725290,3489717,4435430,2719241,4651224,2589349,5181510,2262694,3982961,4085445,3933197,3199907,4961581,5362639,3976980,3094489,4352764,3299927,3962235,4264908,3097390,4239289,4000478,2562998,3898839,3845925,3403414,3206061,3558816,3130841,4191382,4749582,3744559
2021-11-13T16:10,4012811,2779458,3682218,5369520,3154358,3985932,2882920,3986519,4309408,3454848,4027480,2221157,3165943,3804136,4709786,5441537,3157552,3956763,3564656,3576131,3268358,3896024,3012784,3393400,3436863,2319585,3183794,2624550,5207409,3704958,3185842,4479944,3632767,4641524,4802423
2021-11-13T16:15,3418903,3046482,2560478,3540386,2140637,2617834,4106187,3712255,3279348,2159149,4982313,3811688,4195559,3448015,4026759,3099355,4893905,3915145,3195055,5215804,2934525,3187309,4663239,3412454,3948743,3901785,4044611,3531433,3702515,2685921,3679259,3770820,4013908,2720728,4550570
2021-11-13T16:20,3925290,3134359,2874623,4325372,3404699,2514063,3256888,4152827,2532556,3070956,4586088,3904459,5502154,2947859,5165297,4301349,3605521,3661951,4311559,4077590,4475094,3181788,4911836,2953759,4108049,4408706,4406852,4218341,4249980,4097129,4848476,4202965,3758796,3802852,3692038
2021-11-13T16:25,3081830,2616206,3373551,3502645,3418812,3074829,3456858,3506014,2888237,1978426,3520001,3790585,2492210,4179775,2425467,4428455,3884629,3069464,4105984,3036012,3570645,3734276,3352858,2818486,3553084,2675058,3171483,3110524,4436178,2280595,4325963,2994590,4309318,3815339,3661594
2021-11-13T16:30,5041810,3316523,3363732,3833428,3304010,2925093,6207719,2903715,3673610,4256591,4229461,3853644,4215896,3791383,6296450,5077479,4742303,4271311,3719694,4121258,3743505,3509683,2248774,3307475,3590410,4843463,3840995,4058612,3775883,3577027,3138085,3616261,3977442,2975351,3652428
2021-11-13T16:35,1917284,3730106,2822328,3662527,3650614,2294577,4499326,4447807,3238966,2719923,2866405,3313608,3099946,4123006,5249519,3446328,4402275,3939267,3856647,3733623,3095210,2664099,3961293,3123118,3174286,2766165,3413219,3523541,3836704,2601904,2946886,3910224,4679855,2676235,2426846
2021-11-13T16:40,3560825,2700563,2944451,3436314,4150697,2924548,4960095,3598499,3647934,2445627,2971666,4393256,4507242,5057281,3758407,4040911,3099722,4221767,2957108,3080598,3781675,4786269,3152859,3811185,4279767,3004284,4494065,3708605,4085564,2372236,5383187,4206561,2893363,3425462,4076386
2021-11-13T16:45,4700779,3853667,3563787,3321796,3378616,3134033,3209159,4268494,4108811,2616306,3171035,3441866,4429132,4291524,4700510,4084341,4036908,3846576,3442466,3556503,3570401,3552926,2909542,4124320,3723000,3326847,3303582,2962069,4582581,3201584,3323358,4589278,3200006,2353231,3408541
2021-11-13T16:50,5505673,2775232,4967495,1853127,4575166,2291910,3866955,6067820,4060471,2895541,3540205,2497343,4313061,4003038,3192896,3829072,4001543,4550376,3427981,4298327,2667373,4081794,4241013,3587475,4012141,3513882,4228533,3474497,4441522,4412239,3409285,3316580,4290612,4214941,3341814
2021-11-13T16:55,2390510,4408977,4584101,4179109,2573106,3713550,5148376,3595940,3933286,3500216,4650210,3903991,3730502,3689005,3092786,3008986,3769049,3425827,2671607,3384461,3564187,2897278,3148103,3440612,3775379,3827925,5356598,2435258,3524750,3346813,3658336,3745233,2919398,4701317,4850329
2021-11-13T17:00,5330094,3414976,3438146,4418354,4326269,1670521,3678647,4795734,4563469,3401558,4118206,2388517,3068496,3328080,4585607,3682980,4092231,2330925,3895577,3153144,3809669,3812704,3558738,3558333,3580117,3211059,4252138,3400585,2639046,3815228,4944565,4887568,4131339,5351621,4834677
2021-11-13T17:05,4069999,1882657,4547599,6335200,3221271,3682852,4349787,3749419,4553367,3662312,3613027,2380347,2943901,3690263,2847206,4456836,4469381,4563153,3141908,3519283,3386580,4303536,3174577,3419830,3109048,3527533,4554243,3084759,2799505,2406029,3517741,3135787,2455352,4845333,2632335
2021-11-13T17:10,4029658,2239914,3097527,2369705,2525483,2655498,4607719,3955502,3452199,3047420,4443069,4374117,3878034,2232985,2224992,4629048,3519898,4910744,2525866,3015802,3826943,3702686,3065315,3495391,3033998,3291613,3282438,4220180,3842614,2800047,3329481,4653973,4278505,4106129,3529564
2021-11-13T17:15,4086746,3342020,2933228,3032015,3549842,4096711,4229945,3059321,3879033,4139157,3629371,1637790,4224403,4476107,3508562,3849766,3508795,3739790,4336370,3173387,3842817,3028459,3445553,3609038,4083325,4059837,3494690,3196887,3905460,2820174,2643837,3767811,3951860,5356579,3911098
2021-11-13T17:20,4380801,3571700,3633459,3648728,4179839,4670723,3423646,3702084,3905641,3526040,4203592,3394502,4823097,4326406,3467699,3402435,4682669,2340028,2932100,3656479,1979239,5392727,3148770,2769173,3492689,3303947,4599014,3218728,3371371,3362489,3946176,3534332,4139140,4152751,3293882
2021-11-13T17:25,4839459,3320173,3449252,4256293,2899222,3680700,3795520,6328531,3018490,4780106,3794737,4507391,4572312,2336650,3450434,4690536,4543787,4385206,3184827,4239730,2880051,3138988,2693099,2109470,2955056,3770457,3554031,3314287,4156626,4961475,2694369,3464471,5566934,1770898,4781366
2021-11-13T17:30,3317940,2875660,4357988,2923566,4775757,3873841,3890517,3773269,3896194,4354677,3546972,3812235,5327729,4228446,3870014,4116486,5143146,4457158,3486780,4344995,2452165,3412096,2148136,2738097,4212374,3196356,4057451,2518934,3908287,4011660,3447628,3036806,4916255,4251235,3183607
2021-11-13T17:35,2849742,3165529,3291719,3433385,3368441,3930407,4280909,5441671,4398714,3308998,3633579,2750868,4358789,3818980,3448462,3943740,3592468,3860939,4055632,3165676,2764465,3352390,3914163,3212883,3724277,3789870,4239138,4999769,5070784,3197633,2972783,4194229,4569104,3570480,3290802
2021-11-13T17:40,4754979,3045076,4101389,4061051,2335355,1661471,4353374,3965473,3201355,2878191,4091148,3725361,5716925,5031601,3948463,2960621,5548997,3471694,2424114,3727042,4130439,5619597,3850001,3345780,2798760,3093503,3875898,3064859,3277555,1522162,3643922,3413691,3488754,3538408,3878864
2021-11-13T17:45,3568325,3720964,2222390,3508659,4240693,3703174,4259534,4028729,3825848,2969474,4583558,4347829,5084618,4404826,3429123,3401282,3031973,3510613,4589803,3525161,3190680,2198775,4128536,2767846,3314870,4402287,4621163,3563187,4411555,2793862,4506924,2831959,5304830,3498878,3961311
2021-11-13T17:50,3543898,3723185,4024558,2788634,3914349,2194615,4914921,2801021,3287040,2806877,3812506,3670988,4175875,4013292,4897241,4627220,3519154,3287150,4322319,3718812,3360257,3469237,3322449,3129260,4273499,3308753,5776450,2413322,4522608,4368176,2934483,3713269,3885112,3808325,3343896
2021-11-13T17:55,5130423,3337066,4057961,3731900,2363118,2086477,5517229,3705330,3534595,3312845,3719727,3506194,5711082,3844048,4847819,5125385,4648531,2729227,3704469,3995965,3711818,3396517,2503515,3288067,2337088,4047375,4288474,4491105,4641987,3605596,4103991,3176234,2601930,3331104,2487619
2021-11-13T18:00,3313638,3426480,3214556,3712247,3238338,3358043,4860051,4522388,2492206,3517105,3897317,3595509,4325865,4894904,4622406,2599619,4802442,3094370,2642092,3025319,4404828,4140342,3973874,2759149,3544240,4131834,5489050,4118499,3599129,4053000,3661736,3736373,3517731,1993048,4077327
2021-11-13T18:05,3699045,2215646,3311162,5086925,3386496,3867833,4742398,5227125,5083570,3840887,2547351,3937146,2275382,3301395,4321116,3099824,3957617,3682007,4905834,3586303,4562860,3813494,3557016,3714581,3968173,2369367,4783421,2052857,2602617,3008439,3752503,4474216,2654182,4507332,4203199
2021-11-13T18:10,4866407,2794337,2963855,3733006,3017195,3472065,4850362,4088634,4337656,3473459,3390801,2330726,4314598,3244870,3022673,4247464,2962916,3887026,3820718,4651100,3693787,3468212,3231143,3271521,3210359,3674211,4744568,1532194,4629223,4090026,3620133,3513177,3455320,5001967,4663367
2021-11-13T18:15,4257865,2526079,5268499,3861455,4608485,3435397,3450376,4290782,2711313,1792384,2790845,2679666,4596086,4050096,2755094,3095161,4614637,3625711,3659786,3773024,2125852,3306174,2554935,3982918,3620572,3317474,3707896,3244935,4021704,3601979,4158246,3109300,5339800,3834822,3570704
2021-11-13T18:20,4833721,3249722,3036877,4113737,3671157,1815657,4818137,3747015,3348179,2464275,3871156,2458186,4826749,4306721,2953736,3887252,5500530,4470901,4686176,2053068,3515151,4110541,3311879,3057112,2314792,3318678,3171406,4078978,4879079,2861019,3051814,3833585,3579699,3957339,2361363
2021-11-13T18:25,4366189,3342999,1954437,3453260,3238234,2259699,4015992,3332437,4471520,4172649,2673116,3651927,3362829,4798552,3364102,4866607,3249565,4698218,4018794,3497643,3433139,3327200,2908189,3411279,2586283,3219691,4536808,3722352,2471785,1855323,3855668,3378114,4229437,2571303,4209753
2021-11-13T18:30,3282746,2472421,4670042,4007094,2956200,1620965,5145636,4529483,3484933,3195905,4453194,3007722,4341222,2152458,2603849,4033218,4772405,1984808,4575023,5066981,4329356,2782467,3093268,2672235,5408667,3564632,3316694,3796359,3545133,4459548,3290373,3694489,3814646,3364281,2637647
2021-11-13T18:35,3038142,2717145,3745815,5032345,3743849,3916853,2779587,3718777,4291210,2345596,2602289,4275621,2503770,3889123,3312291,2914384,4365862,3820041,3848021,3843160,2748474,4842953,3861569,2932535,4554252,3504311,2995820,3823362,2488760,4511979,5023367,2480844,3549118,3973641,4507251
2021-11-13T18:40,3623289,3309311,2665186,3430779,3057018,2160124,5132144,4229677,2377950,4598693,3233312,3876564,4545738,3498968,3735631,3543129,5216802,3189537,3828609,3757208,3726955,6023310,2640103,3615718,4203058,3467899,5501761,3386421,3931911,3119442,3048977,3747749,4177486,3897613,3760322
2021-11-13T18:45,3625267,3473237,2311756,4422838,3870471,2517928,4379005,3578910,3950043,2753694,3267463,2592374,3808472,2460520,2688837,3774363,4047973,3568901,4210657,2991194,3740527,3004949,3643517,3364845,4432972,2603976,4078605,2558004,3279769,3300051,3555255,2014973,3682884,3170687,3814828
2021-11-13T18:50,2958743,2473080,3080955,2039308,3855402,1984542,5507649,5129252,4910698,2818114,3787844,2934485,3997456,4397573,5434712,3239353,4319497,3966703,3616826,4127251,3715896,4007377,2425105,2231700,5252318,2605768,3888305,4030376,3890995,2989395,2749453,3876507,4476370,3238484,4824131
2021-11-13T18:55,2510779,4083638,2329368,3304775,2959334,1907999,4167347,4153917,3782090,4152772,2512813,2968433,5388352,2828671,2467444,4895744,4538547,4299383,6100916,4778383,4788546,3986381,3751770,4737074,2835686,2933258,3559282,2810492,3359906,2624143,3816816,3747103,3370672,4303848,4019780
2021-11-13T19:00,4097825,3233085,4396141,3827572,3642441,2379296,3385752,3466829,4103675,3777163,4924164,3446758,5038012,4492167,3200414,3060921,3917602,2700480,3680120,3028878,3521853,4210720,2927725,3659419,3348977,3901130,4659415,4116639,3737799,2469753,3038238,2485337,3222602,4256572,3727524
2021-11-13T19:05,2650980,2884569,3398203,3286051,2556552,4000209,5917751,4079818,2934413,3495940,3446353,2531372,4998251,3273304,3448511,3646572,4201499,2579971,5325536,2932592,3717832,4107414,4007464,3928638,3941728,2916864,4436719,3512284,2468920,4325333,5433158,3516187,4485060,3884620,3493383
2021-11-13T19:10,4783261,2822077,3336954,3615169,3384839,2808204,3361651,3652178,3628613,4238646,2429088,4494873,3521902,2893160,4850061,3907653,4286763,3641867,3688812,3721278,2458591,4004970,3421264,3880554,4707067,3542118,3913396,4348427,3302717,3993301,4679380,3652986,2998883,3796939,4166240
2021-11-13T19:15,4715498,2697663,2679177,3193156,2942446,2882021,4646810,3589961,3971020,2846917,2799296,4550836,4256540,3069140,5059577,3740807,3437107,4879631,3353303,3869481,2395394,3713993,2359845,3482128,3480291,3380145,3944059,3268942,3867309,3392639,4081387,2610135,4561706,3501263,6261195
2021-11-13T19:20,2671765,2102106,3927864,4819353,3994006,2372866,5277317,3682561,3886546,3035229,2575628,4012966,4639682,3123633,3134681,5757783,3762279,4203975,3244404,3056792,3402036,2723244,4142441,2387152,3663780,4328976,5903122,3248771,4966777,1853961,3337800,3553066,5402898,3233159,3606823
2021-11-13T19:25,4372270,3088973,3569300,2904016,3879944,3978658,6117058,4417519,3795175,4083991,3436695,2386730,3770731,2640289,4115159,4827396,3319036,2139016,4995136,5824092,3776620,3949705,4465488,3722742,3134357,3276755,4593887,3265608,4774823,3779734,3149150,2421239,4088405,2640047,2553227
2021-11-13T19:30,4446515,3439388,4047976,4600583,3526439,3050340,3713249,4249528,3579630,2984091,2229383,3943793,4549113,4134284,2794250,2173647,3466561,4016583,4520237,4583408,2694993,4245056,2514628,5450360,4720301,2913871,4143207,2875361,4178698,3279416,3383540,4277769,3562455,3557980,2861556
2021-11-13T19:35,4464390,2839653,3807606,3471180,4461743,3483409,4776667,3773473,5051062,3371975,3258606,3267068,5174463,3642075,3663668,2536304,4348347,3854292,2509863,3332866,2595247,4535696,2000782,2317731,3542645,3948469,4879386,1984844,2911900,5592873,4773223,3634751,4515012,4257028,5002964
2021-11-13T19:40,5589286,2711972,4412196,2968268,3010655,2606186,4019173,2978559,3279402,4285357,3562580,3464516,3709056,3174178,5361382,4422589,3727907,3536774,3162858,3440400,3642816,2324167,3525461,3719886,5215549,2120212,4706850,2821784,3157088,2868036,3509258,2399259,4073837,3134697,3364135
2021-11-13T19:45,4409106,2786406,3079212,3783809,3845627,2337510,4061165,3867310,4075840,3931405,3443155,4004468,3890930,2640064,3937284,4958448,3800707,2955912,3525425,2324310,3656386,3153101,3276553,2842827,4540284,5038849,4165771,1751222,5213895,3708698,4268837,2754612,4661796,3561207,4570904
2021-11-13T19:50,4212512,3969617,3779411,4326606,3011593,4055329,3772687,4917843,3365052,4044445,3901669,3691412,4308070,4080649,4107141,3473802,4102689,5314836,4115257,2009206,3632083,3767328,4130252,2586577,3793084,4515897,3210127,2092626,3784707,2456788,3611857,3584526,3565742,6027973,3744327
2021-11-13T19:55,2406579,3231736,4497559,3985256,3263919,3918766,3363471,4093071,4480565,3600121,2993601,2106739,4238232,4744862,3597238,3252246,3978848,4899499,2608883,3214855,3027753,3864568,2131078,3913679,4543254,4509181,5291245,3417693,3088174,4156508,3970452,2489656,4795107,4662769,4010917
2021-11-13T20:00,4549729,3582833,1850659,4156694,4542945,3810880,5878148,2923478,4164800,3554875,3874534,3375293,4877086,2551631,3334678,4214729,4790287,3712976,5241266,3530185,2664106,3180666,2896910,3576001,3760025,1981579,3621598,4614010,4711031,3077551,4478996,2863503,5118275,3380971,3488925
2021-11-13T20:05,4600633,3439173,2172754,3755312,3324544,2617626,5329952,3469118,2938290,3213444,2593482,3958317,3938975,2903483,4014389,4409026,3687691,3916017,2837145,4988896,2229204,4266928,4824718,3685545,4550677,3086889,3865914,3138032,3905217,2901638,3021354,3141701,2487833,4509395,4107786
2021-11-13T20:10,3569997,2549363,3237095,3014711,3288961,3604710,3306418,4846465,4581508,3638411,4276356,3567440,4229974,3866476,4431057,3918144,4895695,3762754,3748775,3083483,3575099,3866715,3423212,2944519,3379558,3968044,4145012,3830879,3038565,3753436,5671246,1819198,4358356,4399264,3089097
2021-11-13T20:15,3645948,3741928,3469291,4151457,3116044,1670176,4192482,4608591,4255372,4541838,4633157,4573801,3663243,4070505,3069439,3904663,4235519,3572311,3346314,4405226,3078743,4584557,3289762,3177777,3678138,2074068,5319976,3281868,3056848,3122382,2149483,4413292,4155830,4383754,3100447
2021-11-13T20:20,3313047,3206750,4192576,3943901,3267393,3486823,4689845,3139931,4083146,3076803,3700534,3500343,3388616,3550251,4258191,3658510,4042321,4638639,2788777,4387121,4890982,3360184,3724503,3903921,4561791,3465113,4243250,2890764,2760957,3112709,4202201,2864895,3046295,3884875,3542910
2021-11-13T20:25,4195147,3772834,3459373,3918939,4881843,1892230,5405760,4095257,2773278,3079740,4317199,3937086,2907876,4222380,3408657,4979691,3551626,4037530,4076564,2577029,2769347,3206419,3296096,2773847,3203944,3252700,4366437,3968602,5524794,2245706,2175611,2772084,3992140,5044871,4229831
2021-11-13T20:30,4118016,3049778,3757128,2996534,3036565,3376599,4871838,4063043,4615855,2480104,3691915,2994415,4055428,4276978,4012996,4292635,2954076,3764726,3148024,3579070,4328387,2528298,3410597,3318329,5377265,3574407,4766617,2601493,3157275,3877842,5160841,3510980,4891553,3627732,4114190
2021-11-13T20:35,5508694,2275114,3384177,3223881,5033258,3262608,3915495,4326172,3663856,3088309,3453381,3630977,4496803,3058707,4319408,3940667,4100087,3047554,3948319,4292404,2991698,2372569,3209627,3232883,2535355,3365713,3994900,3514189,3132494,3662108,3737920,2759146,3255717,4086538,3990079
2021-11-13T20:40,3018218,3887325,3461356,3613645,2262476,4320072,5109913,4431873,3699703,4493002,3936063,2982655,3923936,4187589,3115996,4805138,4955985,2905535,3579236,2951846,4463518,3929859,3269685,3450837,3252999,4517032,2886427,2742433,3498405,2620947,3371023,3325789,4121306,3699230,4057184
2021-11-13T20:45,3982050,2968618,3146322,4158790,3779634,3442856,3296645,4121608,4188002,5342498,4786334,3634587,3489174,2518865,3850048,4194417,4035211,3461847,3008567,2679087,4479851,2787615,4695849,2505320,3811338,2661764,4288469,4192264,3332557,5179488,2393256,3659556,2970368,3693084,4219442
2021-11-13T20:50,4056610,3098450,2766070,4118380,2523941,2799934,4635626,4732796,3897824,2654339,3521865,4914663,4496765,3515715,5364561,3944945,3537690,3114045,3836851,3539018,3421080,4548462,3266267,4618809,3767375,4746961,3542353,4758741,4333341,2807008,3640147,4451465,3972120,1784396,1958280
2021-11-13T20:55,3744552,2476701,2907566,5858743,2976031,2402221,4296761,3245117,4723080,3950387,4120295,3985643,5405887,3868109,3640751,4616771,4850914,3879674,4711597,3587860,3782821,3710473,2071891,2900988,4762687,5372385,4984388,4385827,3103233,3670117,3742022,5068509,2996676,4407180,4598398
2021-11-13T21:00,3747768,3734834,4460885,3264125,2951943,2326543,3560921,4433211,4273099,4350409,3818377,3079482,4109527,3284605,3045401,2832440,3485199,3796897,3711429,3484888,3817784,3064300,3108913,2871599,4450929,3426604,4842516,4520995,4069795,3276229,4097620,4177237,2457518,2976479,4315876
2021-11-13T21:05,4236636,2279657,3199470,3581519,3196677,3285462,4702133,3484987,3980451,2123701,3895471,2710490,5395415,3137706,5358142,4536970,4569617,2858645,3533819,3043817,4819960,4439467,2772910,3597168,3673230,2090189,5227894,2651165,3374449,2273035,3248051,3145372,2970802,4368308,2011319
2021-11-13T21:10,4436091,3595512,5059908,4302837,2804268,3596815,5022602,4765980,4834634,2922571,3239761,3105141,5360731,5034516,3334519,4208180,2947296,4275224,4988418,2415256,4333376,2660406,3213625,2889972,4812966,3945076,3786606,3590670,4361517,2531082,3961927,1910900,4918593,3178536,3440840
2021-11-13T21:15,4907228,2853687,4797259,5074581,3848775,2302212,3793840,2707356,2362711,2837103,3686733,2639029,3608436,3325135,3713170,3566373,4466495,3648586,4041948,3730584,3055653,4681593,3933586,3851545,3350516,2381866,5269044,2488919,3101522,3597973,3674365,2774427,4588409,4364365,3389229
2021-11-13T21:20,4378349,4064395,3839926,4561183,2880622,2699677,4513770,2771059,4390326,3446729,3682962,3801247,4227244,3430964,3234470,3806187,4954547,4209443,3386601,2958416,4780630,4562674,4244573,3255378,3593141,3897985,3653009,3693469,3129567,3361859,4148994,4806504,4076088,4743211,4290997
2021-11-13T21:25,3678747,4323073,3331085,4672623,3673116,1820656,3717128,4487332,3692835,3195694,3693363,4010644,5152312,4212431,3550255,3300799,3895450,3967708,3977126,2727487,4785277,3683214,3587932,3748767,3575727,4515487,5534088,2825705,4067124,2886991,3227187,5391754,4699078,4509126,3242188
